ID_CLIENTE;MSISDN;DATA_HORA;EVENTO;ID;TARIFA
C0000160;5511911851322;09/09/2026 09:50;ENTREGUE;R188;0,12
C0000199;5511973852097;18/09/2026 11:35;ENTREGUE;R242;0,12
C0000163;5511987396877;23/08/2026 09:20;ENTREGUE;R190;0,12
C0000438;5511926564560;29/08/2026 08:56;INTERACAO;R537;0,12
C0000009;5511960119651;20/08/2026 10:19;ENTREGUE;R17;0,12
C0000338;5511982016051;07/09/2026 18:32;FALHA_ENTREGA;R417;0,12
C0000253;5511977946127;13/09/2026 16:04;ENTREGUE;R319;0,12
C0000047;5511950071487;18/08/2026 19:16;ENTREGUE;R66;0,12
C0000092;5511919939096;06/08/2026 17:06;ENTREGUE;R121;0,12
C0000029;5511950079111;26/08/2026 15:20;ENTREGUE;R41;0,12
C0000277;5511911756387;06/08/2026 18:23;ENTREGUE;R348;0,12
C0000314;5511921558774;25/08/2026 11:48;ENTREGUE;R388;0,12
C0000257;5511974732147;16/08/2026 12:55;ENTREGUE;R320;0,12
C0000083;5511912550658;18/08/2026 17:08;ENTREGUE;R106;0,12
C0000426;5511969066531;08/09/2026 09:24;ENTREGUE;R521;0,12
C0000310;5511959873103;16/09/2026 13:15;ENTREGUE;R383;0,12
C0000344;5511953751263;12/08/2026 09:53;ENTREGUE;R419;0,12
C0000408;5511949017499;29/07/2026 12:18;ENTREGUE;R500;0,12
C0000444;5511955741665;30/08/2026 14:31;ENTREGUE;R548;0,12
C0000470;5511969590884;24/09/2026 12:11;ENTREGUE;R577;0,12
C0000241;5511939917031;11/09/2026 09:23;ENTREGUE;R304;0,12
C0000466;5511939159454;31/08/2026 11:09;ENTREGUE;R572;0,12
C0000040;5511998641164;07/08/2026 10:32;FALHA_ENTREGA;R53;0,12
C0000421;5511952103461;07/09/2026 14:00;ENTREGUE;R515;0,12
C0000407;5511985572241;10/08/2026 11:24;ENTREGUE;R498;0,12
C0000002;5511993016315;17/08/2026 19:23;ENTREGUE;R8;0,12
C0000387;5511930127592;13/09/2026 09:25;ENTREGUE;R474;0,12
C0000330;5511911137651;22/09/2026 15:32;ENTREGUE;R403;0,12
C0000471;5511955247029;22/08/2026 11:28;ENTREGUE;R578;0,12
C0000434;5511950884443;09/09/2026 16:16;ENTREGUE;R533;0,12
C0000307;5511974304823;11/08/2026 19:01;ENTREGUE;R375;0,12
C0000392;5511969378298;19/09/2026 16:06;ENTREGUE;R482;0,12
C0000002;5511993016315;25/08/2026 19:05;ENTREGUE;R5;0,12
C0000222;5511936830448;24/09/2026 14:43;ENTREGUE;R282;0,12
C0000083;5511912550658;18/08/2026 17:08;ENTREGUE;R106;0,12
C0000184;5511914159837;05/08/2026 18:08;ENTREGUE;R224;0,12
C0000063;5511918163847;17/09/2026 16:33;INTERACAO;R81;0,12
C0000257;5511978603195;19/08/2026 14:55;ENTREGUE;R321;0,12
C0000036;5511983871890;29/08/2026 17:34;INTERACAO;R47;0,12
C0000102;5511984870921;12/09/2026 15:49;ENTREGUE;R131;0,12
C0000203;5511981274148;28/08/2026 14:58;ENTREGUE;R252;0,12
C0000085;5511999170406;14/09/2026 14:57;INTERACAO;R110;0,12
C0000125;5511952980983;29/07/2026 15:29;ENTREGUE;R156;0,12
C0000009;5511926240908;11/09/2026 11:26;ENTREGUE;R16;0,12
C0000304;5511980994013;14/08/2026 18:05;ENTREGUE;R372;0,12
C0000207;5511947944260;17/09/2026 12:05;ENTREGUE;R261;0,12
C0000331;5511990448089;04/08/2026 13:41;ENTREGUE;R406;0,12
C0000086;5511956278607;29/07/2026 10:30;ENTREGUE;R115;0,12
C0000356;5511981157706;07/08/2026 14:00;ENTREGUE;R433;0,12
C0000388;5511921264832;07/08/2026 13:00;ENTREGUE;R477;0,12
C0000457;5511923208247;04/09/2026 15:13;ENTREGUE;R560;0,12
C0000063;5511963904155;03/09/2026 16:40;ENTREGUE;R83;0,12
C0000318;5511933645674;10/09/2026 18:13;ENTREGUE;R392;0,12
C0000083;5511970210270;27/08/2026 18:48;ENTREGUE;R107;0,12
C0000180;5511992370625;30/07/2026 13:10;ENTREGUE;R211;0,12
C0000302;5511954440977;13/09/2026 13:34;ENTREGUE;R370;0,12
C0000426;5511965958370;11/08/2026 09:31;ENTREGUE;R520;0,12
C0000402;5511976425800;18/09/2026 15:30;ENTREGUE;R489;0,12
C0000001;5511910872248;19/09/2026 19:23;ENTREGUE;R2;0,12
C0000302;5511954440977;30/07/2026 14:09;INTERACAO;R371;0,12
C0000041;5511945507920;17/08/2026 16:43;ENTREGUE;R56;0,12
C0000385;5511952057523;03/09/2026 11:36;ENTREGUE;R469;0,12
C0000174;5511929948970;28/08/2026 11:24;FALHA_ENTREGA;R204;0,12
C0000027;5511995585469;21/08/2026 08:49;ENTREGUE;R37;0,12
C0000222;5511949613096;27/08/2026 11:06;ENTREGUE;R280;0,12
C0000226;5511922340723;28/08/2026 08:32;ENTREGUE;R285;0,12
C0000239;5511969890694;23/08/2026 09:41;ENTREGUE;R301;0,12
C0000330;5511952046364;06/08/2026 11:40;ENTREGUE;R405;0,12
C0000147;5511949203644;01/09/2026 09:08;ENTREGUE;R171;0,12
C0000251;5511997915178;25/08/2026 17:03;ENTREGUE;R317;0,12
C0000070;5511933581357;11/09/2026 11:46;ENTREGUE;R89;0,12
C0000209;5511925555976;04/08/2026 10:07;FALHA_ENTREGA;R265;0,12
C0000338;5511919668169;04/08/2026 08:32;FALHA_ENTREGA;R416;0,12
C0000281;5511938833029;13/08/2026 18:45;ENTREGUE;R354;0,12
C0000046;5511971934487;13/09/2026 17:39;ENTREGUE;R62;0,12
C0000460;5511960291405;15/08/2026 10:36;ENTREGUE;R564;0,12
C0000485;5511935754346;25/08/2026 12:14;ENTREGUE;R594;0,12
C0000261;5511948199537;16/09/2026 17:44;ENTREGUE;R328;0,12
C0000181;5511976596831;23/08/2026 09:23;ENTREGUE;R213;0,12
C0000172;5511939835008;02/09/2026 17:50;FALHA_ENTREGA;R200;0,12
C0000356;5511998014684;08/09/2026 11:06;ENTREGUE;R434;0,12
C0000419;5511973574016;31/07/2026 15:02;ENTREGUE;R513;0,12
C0000154;5511927705074;03/08/2026 08:45;ENTREGUE;R180;0,12
C0000074;5511985764804;05/09/2026 15:28;ENTREGUE;R94;0,12
C0000001;5511966722344;05/09/2026 17:47;ENTREGUE;R3;0,12
C0000139;5511957648477;28/08/2026 18:55;ENTREGUE;R167;0,12
C0000105;5511935606639;09/08/2026 08:40;ID_CONFIRMADA;R137;0,12
C0000106;5511933244151;03/08/2026 08:26;ENTREGUE;R138;0,12
C0000464;5511969825080;13/08/2026 08:57;FALHA_ENTREGA;R571;0,12
C0000117;5511970858653;02/08/2026 14:00;FALHA_ENTREGA;R145;0,12
C0000011;5511917270733;04/08/2026 09:36;INTERACAO;R20;0,12
C0000169;5511941778964;28/07/2026 18:46;ENTREGUE;R194;0,12
C0000377;5511978640894;15/08/2026 08:40;ENTREGUE;R454;0,12
C0000047;5511950071487;11/08/2026 08:39;ENTREGUE;R65;0,12
C0000315;5511981603135;08/09/2026 14:17;FALHA_ENTREGA;R389;0,12
C0000077;5511961883769;12/08/2026 12:09;ENTREGUE;R98;0,12
C0000068;5511953537934;08/08/2026 14:08;ENTREGUE;R86;0,12
C0000438;5511926564560;23/09/2026 16:27;ID_CONFIRMADA;R538;0,12
C0000228;5511935838575;03/09/2026 14:11;ENTREGUE;R290;0,12
C0000457;5511923208247;11/08/2026 12:15;ENTREGUE;R559;0,12
C0000219;5511974818030;09/09/2026 15:42;ENTREGUE;R278;0,12
C0000128;5511912300840;14/09/2026 15:44;ENTREGUE;R160;0,12
C0000120;5511942301683;22/08/2026 12:46;ENTREGUE;R150;0,12
;5511973561576;04/09/2026 11:06;ENTREGUE;R226;0,12
C0000488;5511957785434;01/09/2026 19:11;ENTREGUE;R601;0,12
C0000288;5511948119652;11/09/2026 10:35;REVOGADO;R358;0,12
C0000385;5511983492593;13/09/2026 09:40;INTERACAO;R467;0,12
C0000208;5511924821786;28/07/2026 19:09;ENTREGUE;R263;0,12
C0000333;5511961378412;03/08/2026 14:48;ENTREGUE;R412;0,12
C0000388;5511996475652;05/09/2026 16:15;ENTREGUE;R476;0,12
C0000472;5511953309319;29/08/2026 09:33;ENTREGUE;R580;0,12
C0000217;5511976091781;01/09/2026 14:25;INTERACAO;R275;0,12
C0000028;5511964707061;04/09/2026 16:58;ENTREGUE;R38;0,12
C0000181;5511976596831;22/08/2026 16:53;ENTREGUE;R212;0,12
C0000091;5511997182566;08/09/2026 17:58;ENTREGUE;R120;0,12
C0000207;5511947944260;31/07/2026 14:23;ENTREGUE;R259;0,12
C0000150;5511917966873;20/09/2026 16:37;ENTREGUE;R174;0,12
C0000113;5511974082804;13/08/2026 18:43;ENTREGUE;R142;0,12
C0000247;5511952399610;10/08/2026 11:39;ID_CONFIRMADA;R313;0,12
C0000280;5511953412847;31/07/2026 13:57;ENTREGUE;R353;0,12
C0000050;5511932329103;30/07/2026 18:08;ENTREGUE;R71;0,12
C0000228;5511960326016;29/07/2026 14:33;ENTREGUE;R289;0,12
C0000159;5511958465780;31/07/2026 15:13;ENTREGUE;R186;0,12
C0000214;5511978038903;07/08/2026 13:13;ENTREGUE;R269;0,12
C0000378;5511972548391;10/08/2026 14:47;ENTREGUE;R456;0,12
C0000203;5511961447859;11/09/2026 08:05;FALHA_ENTREGA;R254;0,12
C0000298;5511970516875;05/08/2026 11:55;FALHA_ENTREGA;R366;0,12
C0000462;5511975580570;06/09/2026 18:02;ENTREGUE;R568;0,12
C0000194;5511977796914;09/09/2026 10:25;ENTREGUE;R232;0,12
C0000202;5511994695784;21/09/2026 09:57;ENTREGUE;R247;0,12
C0000150;5511981441519;10/09/2026 13:49;ENTREGUE;R176;0,12
C0000086;5511956278607;23/09/2026 12:53;INTERACAO;R114;0,12
C0000157;5511989131271;05/08/2026 11:04;ENTREGUE;R182;0,12
C0000110;5511922007214;04/09/2026 12:53;INTERACAO;R140;0,12
C0000207;5511947944260;06/08/2026 19:08;ENTREGUE;R260;0,12
C0000362;5511965782199;19/09/2026 10:56;ENTREGUE;R441;0,12
C0000384;5511945588515;22/09/2026 10:01;FALHA_ENTREGA;R464;0,12
C0000494;5511926952687;14/08/2026 08:41;ENTREGUE;R609;0,12
C0000352;5511996996261;26/08/2026 16:45;ENTREGUE;R427;0,12
C0000309;5511994088862;02/09/2026 17:37;ENTREGUE;R381;0,12
C0000401;5511932143753;25/08/2026 19:37;ENTREGUE;R488;0,12
C0000203;5511960076822;14/08/2026 14:46;ENTREGUE;R253;0,12
C0000499;5511914562440;01/08/2026 16:51;FALHA_ENTREGA;R614;0,12
C0000337;5511982551667;22/09/2026 08:15;ENTREGUE;R415;0,12
C0000398;5511959611937;22/08/2026 17:00;ENTREGUE;R485;0,12
C0000185;5511983774469;21/08/2026 18:03;ENTREGUE;R225;0,12
C0000207;5511947944260;20/08/2026 15:23;INTERACAO;R258;0,12
C0000347;5511939050434;02/09/2026 09:43;ENTREGUE;R423;0,12
C0000408;5511949017499;29/07/2026 12:18;ENTREGUE;R500;0,12
C0000238;5511989134873;27/08/2026 10:18;INTERACAO;R299;0,12
C0000399;5511973207479;17/08/2026 17:07;ENTREGUE;R486;0,12
C0000301;5511990544341;17/08/2026 11:24;FALHA_ENTREGA;R369;0,12
C0000361;5511975829146;28/07/2026 13:33;ENTREGUE;R437;0,12
C0000040;5511984087145;27/07/2026 18:53;INTERACAO;R51;0,12
C0000438;5511926564560;01/09/2026 17:37;ENTREGUE;R536;0,12
C0000202;5511934207075;22/08/2026 08:41;ENTREGUE;R246;0,12
C0000048;5511915858241;06/09/2026 12:57;ENTREGUE;R68;0,12
C0000271;5511943999060;17/08/2026 10:28;ENTREGUE;R340;0,12
C0000167;5511995354668;17/09/2026 08:28;ENTREGUE;R193;0,12
C0000352;5511996996261;01/08/2026 17:31;ENTREGUE;R426;0,12
C0000013;5511987736262;17/08/2026 09:23;ENTREGUE;R26;0,12
C0000341;5511975359668;27/08/2026 12:13;ENTREGUE;R418;0,12
C0000385;5511983492593;18/08/2026 13:30;INTERACAO;R471;0,12
C0000382;5511918791292;15/09/2026 19:21;ENTREGUE;R463;0,12
C0000103;5511950162553;12/08/2026 15:03;ENTREGUE;R134;0,12
C0000496;5511962587561;20/08/2026 15:26;ENTREGUE;R612;0,12
C0000405;5511986391152;20/09/2026 16:40;FALHA_ENTREGA;R492;0,12
C0000050;5511922130508;27/08/2026 11:04;ENTREGUE;R72;0,12
C0000488;5511957785434;11/08/2026 16:43;ENTREGUE;R599;0,12
C0000380;5511975841004;11/08/2026 09:02;ID_CONFIRMADA;R460;0,12
C0000182;5511919099261;20/08/2026 08:50;ENTREGUE;R220;0,12
C0000164;5511958852098;19/08/2026 16:32;ENTREGUE;R191;0,12
C0000333;5511961378412;14/08/2026 08:29;ENTREGUE;R413;0,12
C0000269;5511929607576;31/08/2026 10:55;FALHA_ENTREGA;R338;0,12
C0000424;5511994254420;14/09/2026 13:20;ENTREGUE;R516;0,12
C0000248;5511963345392;23/09/2026 19:40;ENTREGUE;R315;0,12
C0000379;5511960511038;13/08/2026 11:23;INTERACAO;R458;0,12
C0000230;5511964711545;21/08/2026 08:36;ENTREGUE;R292;0,12
C0000102;5511984870921;29/08/2026 14:25;ENTREGUE;R132;0,12
C0000352;5511996996261;02/09/2026 12:29;ENTREGUE;R430;0,12
C0000176;5511945772648;24/08/2026 16:58;INTERACAO;R207;0,12
C0000461;5511954325475;22/09/2026 18:55;ENTREGUE;R567;0,12
C0000135;5511961100987;07/08/2026 14:46;ENTREGUE;R163;0,12
C0000084;5511918429833;10/08/2026 10:22;ENTREGUE;R108;0,12
C0000374;5511976547299;24/09/2026 16:56;ENTREGUE;R449;0,12
C0000239;5511986015183;08/08/2026 13:03;ENTREGUE;R302;0,12
C0000207;5511947944260;20/09/2026 14:33;ENTREGUE;R262;0,12
C0000000;5511913999315;16/08/2026 18:48;ENTREGUE;R1;0,12
C0000122;5511934679818;13/09/2026 11:40;ENTREGUE;R155;0,12
C0000059;5511959302863;25/08/2026 11:28;ENTREGUE;R80;0,12
C0000223;5511999186817;13/09/2026 10:38;FALHA_ENTREGA;R284;0,12
C0000069;5511989609131;01/09/2026 12:46;ENTREGUE;R87;0,12
C0000028;5511964707061;14/08/2026 16:19;ENTREGUE;R39;0,12
C0000413;5511975243366;17/09/2026 13:22;ENTREGUE;R504;0,12
C0000325;5511990213415;01/09/2026 11:33;ENTREGUE;R395;0,12
C0000227;5511942258945;11/08/2026 17:34;ENTREGUE;R287;0,12
C0000047;5511950071487;02/09/2026 15:35;ENTREGUE;R67;0,12
C0000016;5511919233013;18/08/2026 08:08;ENTREGUE;R31;0,12
C0000461;5511928674348;17/08/2026 12:14;ENTREGUE;R566;0,12
C0000419;5511942925764;04/08/2026 10:16;INTERACAO;R511;0,12
C0000328;5511973918769;01/08/2026 08:24;ID_CONFIRMADA;R399;0,12
C0000040;5511998641164;01/08/2026 14:34;FALHA_ENTREGA;R54;0,12
C0000196;5511996888739;01/08/2026 19:06;ENTREGUE;R237;0,12
C0000072;5511942657384;10/09/2026 16:19;ENTREGUE;R91;0,12
C0000364;5511930672747;22/08/2026 13:14;ENTREGUE;R443;0,12
C0000278;5511919447334;14/08/2026 17:34;ENTREGUE;R349;0,12
C0000070;5511933581357;01/08/2026 09:31;ENTREGUE;R88;0,12
C0000082;5511965686520;18/09/2026 08:27;ENTREGUE;R102;0,12
C0000352;5511996996261;30/07/2026 11:02;ENTREGUE;R425;0,12
C0000040;5511998641164;07/08/2026 10:32;FALHA_ENTREGA;R53;0,12
C0000244;5511932511225;30/08/2026 19:15;ENTREGUE;R308;0,12
C0000147;5511949203644;09/09/2026 16:22;ENTREGUE;R172;0,12
C0000375;5511919342782;21/09/2026 12:00;ENTREGUE;R450;0,12
C0000033;5511936619372;05/09/2026 16:03;FALHA_ENTREGA;R44;0,12
C0000152;5511947342819;30/08/2026 11:18;ENTREGUE;R179;0,12
C0000202;5511994695784;04/08/2026 11:05;ENTREGUE;R249;0,12
C0000120;5511968916591;13/08/2026 11:03;ENTREGUE;R153;0,12
C0000432;5511948299260;08/09/2026 08:50;FALHA_ENTREGA;R529;0,12
C0000354;5511921718382;23/08/2026 14:22;ENTREGUE;R432;0,12
C0000203;5511994112495;05/09/2026 12:17;ENTREGUE;R251;0,12
C0000259;5511940677709;19/08/2026 19:33;ID_CONFIRMADA;R325;0,12
C0000205;5511959203071;15/08/2026 09:00;ENTREGUE;R256;0,12
C0000285;5511942522981;11/08/2026 17:56;ENTREGUE;R357;0,12
C0000475;5511942688154;04/08/2026 15:56;ENTREGUE;R586;0,12
C0000358;5511987111463;25/08/2026 10:45;FALHA_ENTREGA;R436;0,12
C0000222;5511929653285;19/08/2026 14:28;ENTREGUE;R281;0,12
C0000077;5511998122539;31/07/2026 14:25;ENTREGUE;R99;0,12
C0000433;5511977702274;17/08/2026 14:17;ENTREGUE;R530;0,12
C0000380;5511975425092;13/09/2026 19:11;ENTREGUE;R459;0,12
C0000161;5511930854365;12/09/2026 18:09;ENTREGUE;R189;0,12
C0000202;5511994695784;22/08/2026 11:42;ENTREGUE;R245;0,12
C0000462;5511975580570;06/09/2026 12:04;INTERACAO;R570;0,12
C0000044;5511973083727;17/09/2026 16:49;ENTREGUE;R60;0,12
C0000190;5511980137085;11/08/2026 18:36;ENTREGUE;R229;0,12
C0000472;5511953309319;22/09/2026 09:12;ENTREGUE;R581;0,12
C0000269;5511929607576;06/08/2026 09:38;FALHA_ENTREGA;R337;0,12
C0000453;5511918774822;07/08/2026 08:21;FALHA_ENTREGA;R554;0,12
C0000187;5511989151743;07/09/2026 11:56;ENTREGUE;R227;0,12
C0000377;5511978640894;01/08/2026 19:45;ENTREGUE;R455;0,12
C0000202;5511917786452;29/08/2026 10:01;FALHA_ENTREGA;R250;0,12
C0000427;5511980166008;28/08/2026 16:10;ENTREGUE;R523;0,12
C0000205;5511959203071;15/08/2026 09:00;ENTREGUE;R256;0,12
C0000152;5511947342819;01/09/2026 14:22;ENTREGUE;R178;0,12
C0000055;5511949613214;31/07/2026 19:35;REVOGADO;R77;0,12
C0000449;5511919180999;09/09/2026 16:57;INTERACAO;R550;0,12
C0000406;5511948243447;03/08/2026 19:38;ENTREGUE;R493;0,12
C0000352;5511996996261;19/08/2026 16:07;ENTREGUE;R428;0,12
C0000072;5511942657384;10/09/2026 16:19;ENTREGUE;R91;0,12
C0000489;5511912232081;30/07/2026 14:04;ENTREGUE;R602;0,12
;5511927610141;09/09/2026 12:15;ENTREGUE;R255;0,12
C0000016;5511919233013;09/08/2026 11:15;ENTREGUE;R32;0,12
C0000276;5511980222787;13/08/2026 15:25;ENTREGUE;R347;0,12
C0000001;5511966722344;27/07/2026 18:17;ENTREGUE;R4;0,12
C0000051;5511991804602;21/08/2026 08:27;ENTREGUE;R73;0,12
C0000427;5511980166008;14/08/2026 17:02;ENTREGUE;R522;0,12
C0000440;5511924890990;15/08/2026 09:55;ENTREGUE;R544;0,12
C0000206;5511930552371;01/08/2026 13:21;INTERACAO;R257;0,12
C0000348;5511915376584;16/09/2026 12:14;INTERACAO;R424;0,12
C0000135;5511946093692;02/09/2026 10:50;ENTREGUE;R164;0,12
C0000396;5511972065617;03/08/2026 14:22;ENTREGUE;R484;0,12
C0000008;5511986149359;13/08/2026 08:24;ENTREGUE;R15;0,12
C0000499;5511929940502;28/08/2026 15:12;ENTREGUE;R613;0,12
C0000251;5511997915178;12/08/2026 14:43;ENTREGUE;R318;0,12
C0000414;5511978133743;16/09/2026 08:03;ENTREGUE;R505;0,12
C0000428;5511975604774;30/07/2026 17:13;FALHA_ENTREGA;R524;0,12
C0000126;5511996126771;22/09/2026 15:33;ENTREGUE;R159;0,12
C0000007;5511950056581;24/09/2026 18:23;ENTREGUE;R14;0,12
C0000337;5511982551667;24/09/2026 10:58;ENTREGUE;R414;0,12
C0000384;5511963959197;01/09/2026 10:18;ENTREGUE;R466;0,12
C0000437;5511910274812;15/08/2026 18:04;ENTREGUE;R534;0,12
