id_cliente;celular;data_envio;status;id_msg;valor
C0000153;11938434222;02/08/2026;DELIVRD;S198;0,07
C0000399;11973207479;28/08/2026;DELIVRD;S481;0,07
C0000391;11951362065;08/09/2026;UNDELIV;S472;0,07
C0000089;11934220459;28/07/2026;DELIVRD;S124;0,07
C0000365;11987989327;11/09/2026;DELIVRD;S445;0,07
C0000147;11949203644;13/08/2026;DELIVRD;S186;0,07
C0000463;11937713235;20/08/2026;UNDELIV;S559;0,07
C0000230;11968119636;04/08/2026;DELIVRD;S289;0,07
C0000045;11916927215;26/08/2026;DELIVRD;S67;0,07
C0000167;11995354668;30/07/2026;DELIVRD;S216;0,07
C0000452;11928420515;28/07/2026;DELIVRD;S541;0,07
C0000287;11954543739;04/09/2026;DELIVRD;S348;0,07
C0000029;11975529051;18/09/2026;DELIVRD;S42;0,07
C0000204;11971193393;01/08/2026;DELIVRD;S255;0,07
C0000180;11949529438;28/08/2026;DELIVRD;S233;0,07
C0000287;11924935479;18/08/2026;DELIVRD;S350;0,07
C0000036;11999115205;02/08/2026;DELIVRD;S46;0,07
C0000006;11996028436;16/08/2026;DELIVRD;S10;0,07
C0000214;11942331952;13/09/2026;DELIVRD;S264;0,07
C0000379;11960511038;11/09/2026;DELIVRD;S458;0,07
C0000045;11979583757;27/07/2026;DELIVRD;S69;0,07
C0000317;11974743230;17/08/2026;DELIVRD;S386;0,07
C0000353;11953011925;12/08/2026;DELIVRD;S436;0,07
C0000399;11973207479;08/09/2026;DELIVRD;S482;0,07
C0000327;11989932574;28/07/2026;DELIVRD;S402;0,07
C0000417;11979174131;28/08/2026;DELIVRD;S498;0,07
C0000053;11948412328;05/09/2026;DELIVRD;S83;0,07
C0000014;11919196777;04/09/2026;DELIVRD;S17;0,07
C0000495;11977428032;20/09/2026;DELIVRD;S605;0,07
C0000313;11982816971;06/08/2026;DELIVRD;S384;0,07
C0000070;11933581357;13/08/2026;DELIVRD;S100;0,07
C0000230;11964711545;03/09/2026;DELIVRD;S288;0,07
C0000488;11928637880;19/08/2026;UNDELIV;S594;0,07
C0000461;11928674348;05/08/2026;DELIVRD;S557;0,07
C0000261;11948199537;29/07/2026;DELIVRD;S326;0,07
C0000131;11988790652;22/08/2026;UNDELIV;S174;0,07
C0000437;11990465362;24/08/2026;DELIVRD;S524;0,07
C0000317;11974743230;17/08/2026;DELIVRD;S386;0,07
C0000472;11953309319;09/09/2026;DELIVRD;S571;0,07
C0000479;11921171324;31/08/2026;DELIVRD;S579;0,07
C0000490;11923482938;08/09/2026;DELIVRD;S595;0,07
C0000251;11997915178;10/09/2026;DELIVRD;S314;0,07
C0000078;11980651318;02/09/2026;UNDELIV;S106;0,07
C0000221;11925489430;05/08/2026;DELIVRD;S273;0,07
C0000043;11946173157;22/09/2026;DELIVRD;S63;0,07
C0000467;11971995701;03/09/2026;DELIVRD;S563;0,07
C0000385;11993881231;25/08/2026;DELIVRD;S464;0,07
C0000086;11956278607;15/09/2026;DELIVRD;S119;0,07
C0000132;11917207013;12/08/2026;DELIVRD;S175;0,07
C0000477;11969372673;21/08/2026;DELIVRD;S578;0,07
C0000059;11959302863;15/09/2026;DELIVRD;S90;0,07
C0000333;11947216895;16/09/2026;DELIVRD;S413;0,07
C0000029;11966240084;15/08/2026;DELIVRD;S43;0,07
C0000088;11954550177;20/09/2026;DELIVRD;S121;0,07
C0000224;11990985229;21/08/2026;DELIVRD;S276;0,07
C0000164;11958852098;07/09/2026;DELIVRD;S213;0,07
C0000486;11974142265;24/08/2026;DELIVRD;S591;0,07
C0000046;11996934122;07/09/2026;DELIVRD;S72;0,07
C0000053;11916582607;15/08/2026;DELIVRD;S84;0,07
C0000291;11940277197;15/08/2026;DELIVRD;S353;0,07
C0000369;11958663129;11/09/2026;DELIVRD;S447;0,07
C0000388;11975208604;01/08/2026;DELIVRD;S470;0,07
C0000110;11922007214;16/09/2026;DELIVRD;S146;0,07
C0000046;11974759996;08/08/2026;DELIVRD;S71;0,07
C0000310;11959873103;18/08/2026;DELIVRD;S380;0,07
C0000143;11959095909;15/09/2026;DELIVRD;S183;0,07
C0000157;11989131271;04/08/2026;DELIVRD;S201;0,07
C0000321;11941573535;06/09/2026;DELIVRD;S391;0,07
C0000312;11923838227;24/09/2026;DELIVRD;S382;0,07
C0000322;11975323947;02/08/2026;DELIVRD;S393;0,07
C0000491;11998549488;11/09/2026;DELIVRD;S596;0,07
C0000013;11948285503;14/08/2026;DELIVRD;S16;0,07
C0000496;11940208616;04/09/2026;DELIVRD;S606;0,07
C0000092;11969741812;10/09/2026;DELIVRD;S128;0,07
C0000437;11990465362;18/08/2026;DELIVRD;S523;0,07
C0000300;11969895766;13/09/2026;DELIVRD;S362;0,07
C0000403;11946613462;17/09/2026;DELIVRD;S486;0,07
C0000109;11973404979;18/09/2026;UNDELIV;S145;0,07
C0000230;11968119636;21/08/2026;DELIVRD;S286;0,07
C0000463;11974189781;23/08/2026;DELIVRD;S558;0,07
C0000309;11994088862;26/08/2026;DELIVRD;S378;0,07
C0000175;11958199211;21/08/2026;DELIVRD;S225;0,07
C0000442;11946780435;05/08/2026;UNDELIV;S531;0,07
C0000026;11999600766;17/08/2026;DELIVRD;S38;0,07
C0000256;11941522559;14/08/2026;DELIVRD;S320;0,07
;11994112495;24/09/2026;CLICK;S252;0,07
C0000159;11958465780;08/09/2026;DELIVRD;S205;0,07
C0000470;11969590884;06/08/2026;DELIVRD;S569;0,07
C0000467;11971995701;24/08/2026;DELIVRD;S566;0,07
C0000013;11987736262;02/08/2026;DELIVRD;S14;0,07
C0000432;11923332334;15/08/2026;DELIVRD;S517;0,07
C0000089;11966975380;24/09/2026;UNDELIV;S122;0,07
C0000153;11938434222;02/08/2026;DELIVRD;S198;0,07
C0000498;11987266743;24/08/2026;UNDELIV;S608;0,07
C0000205;11959203071;08/08/2026;DELIVRD;S258;0,07
C0000419;11942925764;21/09/2026;DELIVRD;S502;0,07
C0000304;11980994013;21/09/2026;DELIVRD;S372;0,07
C0000305;11994806492;07/08/2026;DELIVRD;S373;0,07
C0000174;11929948970;15/08/2026;UNDELIV;S223;0,07
C0000073;11956892354;07/09/2026;DELIVRD;S102;0,07
C0000345;11917293304;19/08/2026;DELIVRD;S424;0,07
C0000150;11981441519;14/08/2026;DELIVRD;S191;0,07
C0000069;11978765957;25/08/2026;UNDELIV;S97;0,07
C0000208;11983569939;29/07/2026;DELIVRD;S261;0,07
C0000468;11931658249;10/09/2026;DELIVRD;S568;0,07
C0000419;11965701512;15/08/2026;DELIVRD;S501;0,07
C0000472;11953309319;06/09/2026;DELIVRD;S572;0,07
C0000114;11941715995;30/08/2026;DELIVRD;S152;0,07
C0000401;11945400991;15/09/2026;DELIVRD;S484;0,07
C0000191;11963917932;28/07/2026;UNDELIV;S242;0,07
C0000180;11989047551;31/08/2026;DELIVRD;S232;0,07
C0000095;11950818905;08/08/2026;DELIVRD;S131;0,07
C0000098;11926444612;29/07/2026;DELIVRD;S134;0,07
C0000173;11969516344;15/08/2026;DELIVRD;S222;0,07
C0000268;11911101134;31/08/2026;DELIVRD;S331;0,07
C0000038;11925312516;23/08/2026;DELIVRD;S50;0,07
C0000323;11991144449;31/07/2026;UNDELIV;S395;0,07
C0000452;11928420515;28/07/2026;DELIVRD;S542;0,07
C0000028;11938716269;15/09/2026;DELIVRD;S41;0,07
C0000298;11937102854;09/08/2026;EXPIRED;S361;0,07
C0000226;11922340723;09/08/2026;DELIVRD;S278;0,07
C0000330;11911137651;15/08/2026;DELIVRD;S408;0,07
C0000074;11930261159;24/09/2026;DELIVRD;S103;0,07
C0000442;11946780435;05/08/2026;UNDELIV;S531;0,07
C0000330;11952046364;19/09/2026;DELIVRD;S406;0,07
C0000431;11987786253;03/08/2026;DELIVRD;S514;0,07
C0000191;11954492381;14/09/2026;DELIVRD;S241;0,07
C0000080;11965144509;27/08/2026;DELIVRD;S109;0,07
C0000042;11964023778;18/09/2026;DELIVRD;S59;0,07
C0000295;11975960711;29/08/2026;DELIVRD;S354;0,07
C0000232;11983245898;05/08/2026;DELIVRD;S293;0,07
C0000017;11947816686;14/09/2026;DELIVRD;S24;0,07
C0000167;11995354668;02/08/2026;PORTAL_LOGIN;S217;0,07
C0000069;11916095815;30/07/2026;DELIVRD;S99;0,07
C0000438;11926564560;20/08/2026;DELIVRD;S525;0,07
C0000420;11979437366;22/09/2026;DELIVRD;S503;0,07
C0000494;11971821057;27/08/2026;DELIVRD;S603;0,07
C0000326;11947711414;05/08/2026;DELIVRD;S401;0,07
C0000352;11996996261;05/08/2026;DELIVRD;S430;0,07
C0000089;11934220459;13/09/2026;DELIVRD;S123;0,07
C0000425;11929670044;17/08/2026;DELIVRD;S508;0,07
C0000300;11969895766;29/07/2026;DELIVRD;S363;0,07
C0000349;11939260335;09/08/2026;DELIVRD;S428;0,07
C0000309;11994088862;29/08/2026;DELIVRD;S379;0,07
C0000365;11987989327;20/08/2026;DELIVRD;S444;0,07
C0000215;11984776858;16/09/2026;DELIVRD;S266;0,07
C0000052;11943567615;03/09/2026;DELIVRD;S81;0,07
C0000178;11927514010;18/08/2026;DELIVRD;S230;0,07
C0000203;11981274148;05/08/2026;DELIVRD;S251;0,07
C0000000;11913999315;19/08/2026;DELIVRD;S1;0,07
C0000025;11971124923;12/09/2026;DELIVRD;S35;0,07
C0000488;11963929804;17/08/2026;DELIVRD;S593;0,07
C0000002;11993016315;09/08/2026;DELIVRD;S5;0,07
C0000325;11990213415;08/08/2026;DELIVRD;S399;0,07
C0000132;11917207013;24/08/2026;CLICK;S177;0,07
C0000496;11940208616;04/09/2026;DELIVRD;S606;0,07
C0000261;11975430302;02/09/2026;DELIVRD;S329;0,07
C0000494;11952901755;31/07/2026;DELIVRD;S599;0,07
C0000219;11974818030;18/08/2026;DELIVRD;S270;0,07
C0000474;11990512805;05/09/2026;DELIVRD;S574;0,07
C0000437;11910274812;04/08/2026;DELIVRD;S522;0,07
C0000222;11936830448;28/08/2026;DELIVRD;S274;0,07
C0000386;11985982862;13/08/2026;DELIVRD;S469;0,07
C0000040;11998641164;26/08/2026;UNDELIV;S53;0,07
C0000122;11934679818;18/08/2026;DELIVRD;S163;0,07
C0000330;11911137651;08/09/2026;DELIVRD;S407;0,07
C0000151;11965243509;08/08/2026;DELIVRD;S195;0,07
C0000449;11999638670;18/08/2026;DELIVRD;S537;0,07
C0000480;11936268523;03/09/2026;DELIVRD;S580;0,07
C0000297;11994644215;21/09/2026;DELIVRD;S356;0,07
C0000115;11959330907;09/08/2026;DELIVRD;S153;0,07
C0000086;11956278607;18/09/2026;DELIVRD;S118;0,07
C0000433;11990128603;22/08/2026;DELIVRD;S518;0,07
C0000110;11922007214;19/08/2026;DELIVRD;S148;0,07
C0000214;11942331952;02/09/2026;DELIVRD;S265;0,07
C0000352;11996996261;04/08/2026;DELIVRD;S433;0,07
C0000379;11960511038;14/09/2026;CLICK;S459;0,07
C0000363;11946685578;28/08/2026;DELIVRD;S441;0,07
C0000236;11950999730;07/09/2026;DELIVRD;S298;0,07
C0000125;11988387434;28/08/2026;DELIVRD;S165;0,07
C0000050;11995060193;09/08/2026;DELIVRD;S77;0,07
C0000103;11950162553;07/08/2026;DELIVRD;S141;0,07
C0000017;11947816686;07/08/2026;DELIVRD;S23;0,07
C0000351;11992208524;15/09/2026;DELIVRD;S429;0,07
C0000248;11963345392;28/08/2026;DELIVRD;S311;0,07
C0000482;11943123836;01/08/2026;DELIVRD;S583;0,07
C0000345;11917293304;10/08/2026;DELIVRD;S425;0,07
C0000338;11919668169;06/09/2026;UNDELIV;S421;0,07
