CPF_CLIENTE;TELEFONE;DT_LIGACAO;COD_TABULACAO;ID_CHAMADA;CUSTO
100.000.297-77;(11) 96899-5922;30/07/2026 12:15;01;CH0000422;0,35
100.000.316-74;(11) 97190-6810;06/09/2026 12:51;12;CH0000454;0,35
100.000.402-31;(11) 97642-5800;14/08/2026 13:09;11;CH0000571;0,35
100.000.363-90;(11) 96043-5319;03/08/2026 10:48;02;CH0000523;0,35
100.000.296-96;(11) 99159-4977;05/08/2026 13:18;11;CH0000419;0,35
100.000.343-47;(11) 92512-3535;22/08/2026 10:10;10;CH0000495;0,35
100.000.194-61;(11) 91410-2122;11/08/2026 13:27;01;CH0000260;0,35
100.000.255-18;(11) 94534-6197;18/09/2026 12:37;01;CH0000353;0,35
100.000.102-43;(11) 96286-8861;15/09/2026 10:53;12;CH0000127;0,35
100.000.159-89;(11) 95846-5780;08/08/2026 16:24;01;CH0000208;0,35
100.000.157-17;(11) 98913-1271;22/08/2026 18:21;10;CH0000204;0,35
100.000.112-15;(11) 92801-2011;11/08/2026 08:37;01;CH0000139;0,35
100.000.307-83;(11) 97430-4823;23/09/2026 16:21;01;CH0000440;0,35
100.000.140-79;(11) 97215-1291;07/09/2026 16:40;01;CH0000180;0,35
100.000.300-07;(11) 91688-6777;27/07/2026 08:29;01;CH0000425;0,35
100.000.112-15;(11) 92801-2011;11/08/2026 08:37;01;CH0000139;0,35
100.000.235-74;(11) 93597-0938;21/08/2026 17:10;01;CH0000323;0,35
100.000.136-92;(11) 96908-5720;10/09/2026 17:08;11;CH0000174;0,35
100.000.136-92;(11) 97145-3148;09/09/2026 14:42;02;CH0000175;0,35
100.000.387-68;(11) 94296-2076;06/08/2026 10:22;01;CH0000550;0,35
100.000.493-79;(11) 92558-3513;31/08/2026 13:39;10;CH0000697;0,35
100.000.284-52;(11) 92774-2113;19/08/2026 17:08;01;CH0000403;0,35
100.000.468-68;(11) 93165-8249;19/09/2026 15:59;01;CH0000661;0,35
100.000.223-30;(11) 96591-0573;30/07/2026 15:54;01;CH0000312;0,35
100.000.301-98;(11) 94192-7492;03/08/2026 15:32;01;CH0000427;0,35
100.000.362-00;(11) 98530-0576;04/09/2026 14:02;02;CH0000517;0,35
100.000.023-05;(11) 94968-2169;03/09/2026 12:19;01;CH0000039;0,35
100.000.391-44;(11) 99131-1077;03/08/2026 18:54;01;CH0000555;0,35
100.000.083-46;(11) 91255-0658;14/09/2026 16:02;01;CH0000102;0,35
100.000.003-61;(11) 99697-7837;08/09/2026 14:24;02;CH0000016;0,35
100.000.359-04;(11) 97360-7213;24/08/2026 08:50;01;CH0000512;0,35
100.000.404-01;(11) 93063-9394;24/09/2026 14:43;02;CH0000575;0,35
100.000.330-22;(11) 91113-7651;21/08/2026 15:23;11;CH0000475;0,35
100.000.377-96;(11) 94098-0376;16/09/2026 12:26;11;CH0000536;0,35
100.000.151-21;(11) 99803-2908;01/09/2026 11:25;02;CH0000196;0,35
100.000.203-97;(11) 96144-7859;15/09/2026 14:13;02;CH0000276;0,35
100.000.160-12;(11) 91185-1322;09/08/2026 15:31;01;CH0000213;0,35
100.000.022-24;(11) 96170-0055;03/09/2026 15:26;10;CH0000038;0,35
100.000.464-34;(11) 96982-5080;11/08/2026 12:40;02;CH0000653;0,35
100.000.151-21;(11) 99803-2908;27/07/2026 17:14;02;CH0000195;0,35
100.000.256-07;(11) 94152-2559;12/08/2026 14:39;10;CH0000360;0,35
100.000.338-80;(11) 99775-5782;15/09/2026 12:39;02;CH0000492;0,35
100.000.453-81;(11) 91877-4822;17/09/2026 17:34;02;CH0000641;0,35
100.000.304-30;(11) 93816-4968;01/08/2026 18:06;12;CH0000432;0,35
100.000.259-41;(11) 94623-1955;08/09/2026 13:53;01;CH0000362;0,35
100.000.333-75;(11) 94721-6895;10/08/2026 19:04;01;CH0000478;0,35
100.000.410-41;(11) 92427-1459;19/08/2026 17:15;01;CH0000591;0,35
100.000.067-26;(11) 99344-6356;11/09/2026 17:09;01;CH0000092;0,35
100.000.388-49;(11) 92126-4832;07/08/2026 18:39;01;CH0000551;0,35
100.000.149-07;(11) 97036-2053;03/08/2026 10:29;01;CH0000190;0,35
100.000.467-87;(11) 99574-7226;15/08/2026 10:49;10;CH0000659;0,35
100.000.103-24;(11) 97841-2668;29/07/2026 13:52;01;CH0000130;0,35
100.000.112-15;(11) 97159-4457;07/08/2026 16:14;01;CH0000138;0,35
100.000.274-80;(11) 95807-2427;29/08/2026 13:36;01;CH0000384;0,35
100.000.460-00;(11) 92722-6260;08/09/2026 15:34;11;CH0000646;0,35
100.000.036-20;(11) 99911-5205;15/09/2026 15:14;11;CH0000053;0,35
100.000.282-90;(11) 95357-9429;28/08/2026 18:32;01;CH0000398;0,35
100.000.349-32;(11) 93926-0335;15/09/2026 14:56;10;CH0000502;0,35
100.000.472-44;(11) 95330-9319;31/07/2026 09:23;01;CH0000668;0,35
100.000.406-65;(11) 94824-3447;08/09/2026 18:59;11;CH0000584;0,35
100.000.145-83;(11) 99005-0918;05/09/2026 12:28;02;CH0000184;0,35
100.000.105-96;(11) 93560-6639;29/08/2026 11:36;01;CH0000134;0,35
100.000.353-19;(11) 95301-1925;24/08/2026 13:11;11;CH0000504;0,35
100.000.293-43;(11) 91395-7187;27/08/2026 19:41;10;CH0000414;0,35
100.000.386-87;(11) 93019-6097;03/08/2026 18:11;01;CH0000544;0,35
100.000.185-70;(11) 98377-4469;11/09/2026 16:39;01;CH0000247;0,35
100.000.171-75;(11) 92990-7683;22/08/2026 13:15;01;CH0000227;0,35
100.000.328-08;(11) 98147-3736;05/09/2026 17:24;01;CH0000472;0,35
100.000.066-45;(11) 99058-5678;23/08/2026 09:19;01;CH0000087;0,35
100.000.138-54;(11) 96491-4054;04/08/2026 18:49;01;CH0000177;0,35
100.000.133-40;(11) 94307-7929;07/09/2026 09:01;12;CH0000171;0,35
100.000.176-80;(11) 94577-2648;26/08/2026 10:59;11;CH0000235;0,35
100.000.036-20;(11) 98125-9135;17/09/2026 14:19;12;CH0000055;0,35
100.000.491-07;(11) 92415-5900;03/08/2026 15:44;01;CH0000695;0,35
100.000.158-06;(11) 95048-6688;20/08/2026 10:20;01;CH0000205;0,35
100.000.005-23;(11) 93147-2420;31/08/2026 12:59;01;CH0000020;0,35
100.000.044-30;(11) 96525-0068;30/08/2026 13:52;01;CH0000067;0,35
100.000.026-58;(11) 99960-0766;08/09/2026 11:39;01;CH0000046;0,35
100.000.278-04;(11) 93897-7615;31/08/2026 09:56;01;CH0000393;0,35
100.000.459-77;(11) 97367-8024;07/09/2026 10:50;01;CH0000645;0,35
100.000.472-44;(11) 95330-9319;07/08/2026 16:25;01;CH0000670;0,35
100.000.156-36;(11) 92385-1475;08/09/2026 14:15;10;CH0000202;0,35
100.000.033-87;(11) 95047-7742;28/07/2026 11:21;01;CH0000051;0,35
100.000.112-15;(11) 92801-2011;14/09/2026 11:51;12;CH0000137;0,35
100.000.261-66;(11) 94819-9537;06/08/2026 13:32;11;CH0000365;0,35
100.000.182-28;(11) 91909-9261;30/07/2026 13:01;01;CH0000246;0,35
100.000.268-32;(11) 93042-1134;17/08/2026 16:00;01;CH0000378;0,35
100.000.422-85;(11) 93868-6961;03/09/2026 10:46;10;CH0000603;0,35
100.000.197-04;(11) 92373-2098;13/08/2026 10:41;02;CH0000265;0,35
100.000.335-37;(11) 91940-8620;16/08/2026 09:24;01;CH0000482;0,35
100.000.292-62;(11) 98798-4620;28/08/2026 11:36;12;CH0000410;0,35
100.000.403-12;(11) 93424-7098;09/09/2026 08:58;11;CH0000573;0,35
100.000.440-67;(11) 92489-0990;22/09/2026 15:55;12;CH0000622;0,35
100.000.326-46;(11) 94771-1414;23/09/2026 18:19;12;CH0000467;0,35
100.000.324-84;(11) 92074-5888;21/08/2026 15:31;02;CH0000466;0,35
100.000.363-90;(11) 98622-4438;04/08/2026 15:37;01;CH0000522;0,35
100.000.170-94;(11) 93085-8851;25/08/2026 11:36;01;CH0000225;0,35
100.000.103-24;(11) 97841-2668;12/08/2026 18:03;01;CH0000131;0,35
100.000.390-63;(11) 94684-9119;09/09/2026 12:07;01;CH0000553;0,35
100.000.322-12;(11) 99702-5331;09/09/2026 08:23;01;CH0000461;0,35
100.000.149-07;(11) 97036-2053;03/08/2026 10:29;01;CH0000190;0,35
100.000.105-96;(11) 95210-3092;18/09/2026 18:36;01;CH0000133;0,35
100.000.004-42;(11) 93853-8251;16/08/2026 10:08;10;CH0000017;0,35
100.000.497-00;(11) 91726-4306;24/09/2026 19:40;01;CH0000700;0,35
100.000.201-25;(11) 96122-6775;19/09/2026 13:20;11;CH0000273;0,35
100.000.101-62;(11) 95865-7117;04/08/2026 11:49;01;CH0000124;0,35
100.000.052-40;(11) 94356-7615;26/08/2026 15:54;11;CH0000075;0,35
100.000.077-06;(11) 99812-2539;18/08/2026 08:22;01;CH0000099;0,35
100.000.406-65;(11) 93068-7604;08/09/2026 10:22;10;CH0000583;0,35
100.000.433-38;(11) 99012-8603;27/08/2026 13:39;12;CH0000615;0,35
100.000.213-69;(11) 97468-3506;22/09/2026 15:37;01;CH0000289;0,35
100.000.314-02;(11) 92155-8774;12/08/2026 13:44;10;CH0000450;0,35
100.000.364-71;(11) 99543-7748;28/08/2026 16:43;01;CH0000524;0,35
100.000.078-89;(11) 99994-1500;19/09/2026 16:48;01;CH0000101;0,35
100.000.187-32;(11) 99958-6100;07/08/2026 13:23;01;CH0000251;0,35
100.000.261-66;(11) 94819-9537;19/09/2026 18:50;11;CH0000364;0,35
100.000.368-03;(11) 93528-8872;30/07/2026 17:35;01;CH0000527;0,35
100.000.087-70;(11) 91846-9210;29/07/2026 11:22;12;CH0000106;0,35
100.000.386-87;(11) 98598-2862;11/08/2026 13:57;12;CH0000545;0,35
100.000.421-02;(11) 94755-1535;10/09/2026 12:00;10;CH0000602;0,35
100.000.462-72;(11) 92251-4663;29/07/2026 15:28;12;CH0000650;0,35
100.000.486-40;(11) 97414-2265;06/09/2026 16:31;10;CH0000685;0,35
100.000.495-30;(11) 97742-8032;06/08/2026 08:57;01;CH0000698;0,35
100.000.275-61;(11) 97031-5326;12/08/2026 15:38;01;CH0000385;0,35
100.000.282-90;(11) 93320-6579;12/08/2026 17:39;11;CH0000399;0,35
100.000.061-30;(11) 92744-7248;21/08/2026 16:42;10;CH0000085;0,35
100.000.462-72;(11) 93384-1913;20/09/2026 08:46;02;CH0000649;0,35
100.000.197-04;(11) 97160-5671;13/09/2026 12:42;11;CH0000266;0,35
100.000.124-59;(11) 94256-0305;17/08/2026 10:30;10;CH0000160;0,35
100.000.091-56;(11) 92848-1124;24/08/2026 17:37;01;CH0000110;0,35
100.000.003-61;(11) 98169-1040;29/07/2026 17:18;99;CH0000013;0,35
100.000.405-84;(11) 99638-8439;11/08/2026 16:00;01;CH0000581;0,35
100.000.164-46;(11) 95885-2098;16/09/2026 08:28;01;CH0000216;0,35
100.000.215-20;(11) 98477-6858;10/09/2026 09:04;01;CH0000295;0,35
100.000.319-17;(11) 93760-3443;23/08/2026 14:20;01;CH0000458;0,35
100.000.039-72;(11) 98013-8498;14/09/2026 08:20;10;CH0000059;0,35
100.000.279-95;(11) 97156-8435;15/09/2026 10:11;01;CH0000394;0,35
100.000.230-60;(11) 96471-1545;06/08/2026 18:29;01;CH0000318;0,35
100.000.091-56;(11) 95993-0790;30/07/2026 17:28;01;CH0000109;0,35
100.000.038-91;(11) 92531-2516;15/08/2026 15:10;01;CH0000058;0,35
100.000.310-89;(11) 95061-8137;15/08/2026 19:03;01;CH0000446;0,35
100.000.453-81;(11) 92755-4964;25/08/2026 19:53;01;CH0000638;0,35
100.000.145-83;(11) 93493-1439;07/09/2026 17:42;99;CH0000183;0,35
100.000.383-34;(11) 98684-4836;28/07/2026 19:11;02;CH0000540;0,35
100.000.270-57;(11) 94317-3547;01/08/2026 11:23;01;CH0000381;0,35
100.000.135-01;(11) 96110-0987;16/08/2026 09:53;01;CH0000173;0,35
100.000.208-00;(11) 92482-1786;03/08/2026 18:39;11;CH0000282;0,35
100.000.151-21;(11) 96524-3509;17/09/2026 12:01;12;CH0000192;0,35
100.000.254-37;(11) 97158-5593;17/08/2026 09:01;01;CH0000352;0,35
100.000.344-28;(11) 95375-1263;09/08/2026 10:26;01;CH0000497;0,35
100.000.256-07;(11) 94562-2106;07/08/2026 16:01;11;CH0000355;0,35
100.000.302-79;(11) 95444-0977;19/08/2026 11:19;01;CH0000430;0,35
100.000.203-97;(11) 98127-4148;25/08/2026 09:40;12;CH0000278;0,35
100.000.327-27;(11) 98993-2574;16/08/2026 18:08;01;CH0000468;0,35
100.000.462-72;(11) 93670-9158;30/08/2026 10:42;02;CH0000652;0,35
100.000.318-36;(11) 99029-6988;24/08/2026 18:38;02;CH0000456;0,35
100.000.305-11;(11) 99179-3056;09/08/2026 16:34;01;CH0000436;0,35
100.000.488-01;(11) 95778-5434;15/09/2026 11:20;01;CH0000691;0,35
100.000.050-88;(11) 93232-9103;02/08/2026 12:59;01;CH0000073;0,35
100.000.481-35;(11) 93606-8867;14/09/2026 10:15;01;CH0000678;0,35
100.000.188-13;(11) 97739-0918;31/08/2026 10:30;01;CH0000253;0,35
100.000.215-20;(11) 98477-6858;27/07/2026 11:02;10;CH0000296;0,35
100.000.368-03;(11) 98498-1433;14/09/2026 18:43;01;CH0000525;0,35
100.000.001-08;(11) 91087-2248;21/09/2026 12:19;01;CH0000003;0,35
100.000.266-70;(11) 99012-8487;08/08/2026 11:05;01;CH0000375;0,35
100.000.432-57;(11) 92202-9742;07/09/2026 10:45;12;CH0000613;0,35
100.000.133-40;(11) 93069-9187;12/08/2026 09:55;01;CH0000172;0,35
100.000.437-61;(11) 91027-4812;08/08/2026 11:15;01;CH0000618;0,35
100.000.101-62;(11) 95865-7117;24/09/2026 11:01;01;CH0000125;0,35
100.000.429-51;(11) 91614-9817;16/09/2026 12:30;01;CH0000610;0,35
100.000.240-31;(11) 93775-2746;17/08/2026 11:40;01;CH0000334;0,35
100.000.314-02;(11) 92155-8774;05/08/2026 17:15;11;CH0000449;0,35
100.000.232-21;(11) 98324-5898;19/08/2026 10:13;11;CH0000320;0,35
100.000.152-02;(11) 92249-4970;14/09/2026 12:04;99;CH0000198;0,35
100.000.068-07;(11) 95575-4284;22/09/2026 08:17;11;CH0000094;0,35
100.000.216-01;(11) 97099-6586;06/09/2026 10:49;11;CH0000301;0,35
100.000.352-38;(11) 99699-6261;02/08/2026 10:44;11;CH0000503;0,35
100.000.249-70;(11) 95542-4358;24/09/2026 09:27;12;CH0000346;0,35
100.000.294-24;(11) 99213-8779;21/09/2026 12:55;11;CH0000416;0,35
100.000.391-44;(11) 99131-1077;05/08/2026 11:15;01;CH0000556;0,35
100.000.169-50;(11) 94177-8964;21/08/2026 13:21;01;CH0000221;0,35
100.000.220-98;(11) 98352-5272;13/08/2026 14:25;12;CH0000306;0,35
100.000.170-94;(11) 97033-9827;01/08/2026 12:14;01;CH0000222;0,35
100.000.147-45;(11) 94920-3644;07/09/2026 16:29;01;CH0000187;0,35
100.000.191-19;(11) 91661-5722;27/07/2026 10:38;01;CH0000256;0,35
100.000.156-36;(11) 92385-1475;20/09/2026 09:01;01;CH0000203;0,35
100.000.304-30;(11) 98099-4013;10/09/2026 19:13;10;CH0000431;0,35
100.000.030-34;(11) 98944-2503;18/09/2026 13:11;01;CH0000050;0,35
100.000.205-59;(11) 95920-3071;06/08/2026 17:15;01;CH0000281;0,35
100.000.045-10;(11) 91692-7215;28/08/2026 13:14;01;CH0000068;0,35
100.000.405-84;(11) 91949-2426;24/08/2026 17:26;01;CH0000578;0,35
100.000.274-80;(11) 95807-2427;29/08/2026 13:36;01;CH0000384;0,35
100.000.138-54;(11) 96491-4054;04/08/2026 18:49;01;CH0000177;0,35
100.000.237-36;(11) 99477-5473;16/09/2026 18:45;02;CH0000326;0,35
100.000.450-39;(11) 95449-5204;21/09/2026 14:27;01;CH0000634;0,35
100.000.041-97;(11) 99874-2485;04/09/2026 13:20;01;CH0000062;0,35
100.000.015-03;(11) 95026-4926;27/08/2026 18:48;11;CH0000030;0,35
100.000.041-97;(11) 93655-0845;02/09/2026 08:31;01;CH0000061;0,35
100.000.387-68;(11) 94296-2076;10/08/2026 15:47;12;CH0000549;0,35
100.000.170-94;(11) 93085-8851;08/08/2026 19:59;10;CH0000224;0,35
100.000.189-02;(11) 99418-4877;10/09/2026 19:34;01;CH0000254;0,35
100.000.113-04;(11) 97408-2804;11/08/2026 08:31;01;CH0000141;0,35
100.000.187-32;(11) 99967-6390;16/08/2026 11:38;12;CH0000252;0,35
100.000.386-87;(11) 96843-6893;31/08/2026 18:39;01;CH0000543;0,35
100.000.287-03;(11) 92493-5479;26/08/2026 10:32;11;CH0000407;0,35
100.000.293-43;(11) 91395-7187;12/09/2026 12:39;01;CH0000413;0,35
100.000.210-16;(11) 92527-8272;12/09/2026 09:11;01;CH0000288;0,35
100.000.405-84;(11) 98639-1152;11/08/2026 11:41;02;CH0000580;0,35
100.000.003-61;(11) 98169-1040;13/09/2026 09:26;12;CH0000014;0,35
100.000.456-24;(11) 96488-8712;01/09/2026 11:47;11;CH0000643;0,35
100.000.482-16;(11) 95850-8204;09/09/2026 12:10;11;CH0000680;0,35
100.000.486-40;(11) 97414-2265;28/08/2026 16:01;10;CH0000684;0,35
100.000.305-11;(11) 99244-8605;19/08/2026 18:40;99;CH0000435;0,35
100.000.041-97;(11) 99874-2485;04/09/2026 13:20;01;CH0000062;0,35
100.000.413-94;(11) 97548-5030;09/09/2026 16:03;01;CH0000595;0,35
100.000.453-81;(11) 96765-1904;14/09/2026 09:50;01;CH0000642;0,35
100.000.452-09;(11) 92842-0515;31/07/2026 12:11;12;CH0000637;0,35
100.000.017-67;(11) 98425-2420;03/08/2026 09:22;01;CH0000032;0,35
100.000.315-93;(11) 97250-4573;02/09/2026 10:02;01;CH0000451;0,35
100.000.235-74;(11) 93597-0938;22/08/2026 16:08;01;CH0000324;0,35
100.000.037-00;(11) 95843-6637;19/09/2026 18:36;12;CH0000057;0,35
100.000.070-21;(11) 93358-1357;09/09/2026 16:07;01;CH0000096;0,35
100.000.407-46;(11) 92210-9438;23/09/2026 13:18;01;CH0000585;0,35
100.000.361-29;(11) 97582-9146;31/07/2026 11:55;01;CH0000516;0,35
100.000.358-23;(11) 98711-1463;20/09/2026 16:32;02;CH0000510;0,35
100.000.154-74;(11) 92770-5074;20/09/2026 18:35;01;CH0000201;0,35
100.000.471-63;(11) 95524-7029;18/09/2026 14:30;01;CH0000667;0,35
100.000.285-33;(11) 94252-2981;06/08/2026 13:44;01;CH0000404;0,35
100.000.099-03;(11) 93138-6576;04/08/2026 11:37;01;CH0000121;0,35
100.000.162-84;(11) 95151-2209;03/09/2026 11:41;01;CH0000214;0,35
100.000.276-42;(11) 98401-6756;15/08/2026 17:51;01;CH0000387;0,35
100.000.055-92;(11) 94961-3214;01/08/2026 10:17;01;CH0000078;0,35
100.000.175-07;(11) 91262-1269;20/08/2026 11:06;01;CH0000232;0,35
100.000.438-42;(11) 92656-4560;05/08/2026 18:11;01;CH0000619;0,35
100.000.328-08;(11) 92556-8500;06/09/2026 10:44;02;CH0000471;0,35
100.000.261-66;(11) 94819-9537;15/09/2026 13:58;01;CH0000367;0,35
100.000.446-52;(11) 99854-6660;11/09/2026 14:24;01;CH0000629;0,35
100.000.256-07;(11) 94152-2559;31/07/2026 09:31;10;CH0000356;0,35
100.000.324-84;(11) 92074-5888;21/09/2026 14:13;02;CH0000465;0,35
100.000.354-08;(11) 92171-8382;09/09/2026 14:20;01;CH0000508;0,35
100.000.040-06;(11) 98408-7145;05/09/2026 10:15;01;CH0000060;0,35
100.000.256-07;(11) 94562-2106;24/09/2026 16:18;01;CH0000354;0,35
100.000.283-71;(11) 94042-9530;14/09/2026 09:47;10;CH0000401;0,35
100.000.337-07;(11) 98255-1667;24/08/2026 08:54;01;CH0000487;0,35
100.000.375-24;(11) 95931-7149;29/07/2026 18:06;01;CH0000532;0,35
100.000.196-23;(11) 99688-8739;27/08/2026 09:08;01;CH0000263;0,35
100.000.055-92;(11) 94961-3214;18/09/2026 14:07;01;CH0000079;0,35
100.000.354-08;(11) 91880-8386;07/09/2026 16:29;01;CH0000505;0,35
100.000.014-14;(11) 91919-6777;28/08/2026 17:34;12;CH0000029;0,35
100.000.307-83;(11) 99665-7974;08/08/2026 10:14;01;CH0000441;0,35
100.000.266-70;(11) 99012-8487;03/08/2026 13:51;01;CH0000377;0,35
100.000.201-25;(11) 96122-6775;30/08/2026 08:16;12;CH0000270;0,35
100.000.204-78;(11) 97119-3393;30/07/2026 11:53;10;CH0000279;0,35
100.000.191-19;(11) 95449-2381;12/09/2026 19:37;01;CH0000255;0,35
100.000.009-57;(11) 96011-9651;08/09/2026 15:55;01;CH0000024;0,35
100.000.126-10;(11) 98335-6206;24/09/2026 12:44;01;CH0000163;0,35
100.000.160-12;(11) 91185-1322;22/09/2026 14:51;01;CH0000211;0,35
100.000.477-59;(11) 97598-7111;09/09/2026 19:42;01;CH0000673;0,35
100.000.097-41;(11) 96450-4816;31/07/2026 14:28;01;CH0000115;0,35
100.000.017-67;(11) 98425-2420;22/09/2026 14:58;01;CH0000031;0,35
100.000.440-67;(11) 97630-5077;27/08/2026 16:54;11;CH0000625;0,35
100.000.448-14;(11) 95602-3301;08/08/2026 08:10;01;CH0000631;0,35
100.000.498-83;(11) 98726-6743;12/08/2026 18:32;02;CH0000706;0,35
100.000.338-80;(11) 99299-6496;15/09/2026 12:11;02;CH0000491;0,35
100.000.362-00;(11) 98530-0576;04/09/2026 09:44;02;CH0000519;0,35
100.000.098-22;(11) 92644-4612;16/09/2026 18:38;01;CH0000118;0,35
100.000.467-87;(11) 97792-2837;16/09/2026 13:45;02;CH0000658;0,35
100.000.405-84;(11) 91949-2426;22/08/2026 11:52;01;CH0000577;0,35
100.000.394-97;(11) 99432-8498;30/08/2026 09:51;12;CH0000562;0,35
100.000.441-48;(11) 98020-6603;03/09/2026 14:04;11;CH0000627;0,35
100.000.002-80;(11) 93580-8537;21/09/2026 14:03;01;CH0000012;0,35
100.000.066-45;(11) 99058-5678;01/09/2026 14:01;01;CH0000088;0,35
100.000.343-47;(11) 92512-3535;19/08/2026 19:47;01;CH0000496;0,35
100.000.486-40;(11) 97414-2265;11/08/2026 16:39;01;CH0000687;0,35
100.000.221-79;(11) 98822-2933;22/09/2026 08:11;11;CH0000308;0,35
100.000.036-20;(11) 99911-5205;13/09/2026 12:48;01;CH0000056;0,35
100.000.349-32;(11) 93926-0335;10/09/2026 14:52;10;CH0000501;0,35
100.000.291-81;(11) 94027-7197;17/09/2026 18:06;01;CH0000409;0,35
100.000.307-83;(11) 97430-4823;12/09/2026 10:59;12;CH0000442;0,35
100.000.221-79;(11) 98822-2933;22/09/2026 08:11;11;CH0000308;0,35
100.000.120-25;(11) 94230-1683;28/08/2026 09:54;11;CH0000156;0,35
100.000.316-74;(11) 97083-8623;28/08/2026 12:59;11;CH0000453;0,35
100.000.071-02;(11) 98727-7086;06/09/2026 19:34;01;CH0000097;0,35
100.000.160-12;(11) 91185-1322;28/07/2026 15:51;10;CH0000212;0,35
100.000.404-01;(11) 92637-3347;02/09/2026 16:42;01;CH0000576;0,35
100.000.283-71;(11) 96590-4597;14/08/2026 17:48;01;CH0000402;0,35
100.000.238-17;(11) 98913-4873;31/08/2026 10:11;99;CH0000329;0,35
100.000.151-21;(11) 99803-2908;21/09/2026 12:05;02;CH0000197;0,35
100.000.170-94;(11) 93085-8851;11/08/2026 16:19;01;CH0000223;0,35
100.000.458-96;(11) 92850-3943;05/08/2026 14:24;01;CH0000644;0,35
100.000.498-83;(11) 95861-7120;01/08/2026 18:57;10;CH0000704;0,35
100.000.368-03;(11) 98498-1433;18/09/2026 08:05;01;CH0000526;0,35
100.000.022-24;(11) 96170-0055;04/09/2026 19:40;01;CH0000037;0,35
100.000.424-47;(11) 99425-4420;31/07/2026 19:21;01;CH0000605;0,35
100.000.014-14;(11) 91919-6777;23/08/2026 11:21;01;CH0000027;0,35
100.000.092-37;(11) 98381-9367;17/08/2026 09:41;01;CH0000111;0,35
100.000.407-46;(11) 98557-2241;03/08/2026 16:55;10;CH0000587;0,35
100.000.472-44;(11) 95330-9319;12/08/2026 12:25;01;CH0000669;0,35
100.000.151-21;(11) 96524-3509;16/09/2026 15:16;01;CH0000193;0,35
100.000.125-30;(11) 98838-7434;13/08/2026 12:19;01;CH0000162;0,35
100.000.263-28;(11) 99885-5162;22/08/2026 18:12;01;CH0000370;0,35
100.000.491-07;(11) 99854-9488;20/09/2026 15:04;10;CH0000693;0,35
100.000.299-39;(11) 92144-9650;17/09/2026 16:13;01;CH0000423;0,35
100.000.276-42;(11) 98401-6756;01/08/2026 10:28;12;CH0000389;0,35
100.000.411-22;(11) 91213-2081;22/09/2026 15:50;01;CH0000593;0,35
100.000.050-88;(11) 99506-0193;11/09/2026 11:46;01;CH0000072;0,35
100.000.386-87;(11) 96843-6893;15/08/2026 13:42;11;CH0000541;0,35
100.000.392-25;(11) 96274-4287;21/09/2026 18:38;01;CH0000559;0,35
100.000.401-50;(11) 94532-8305;21/08/2026 11:11;01;CH0000570;0,35
100.000.036-20;(11) 98387-1890;07/09/2026 16:06;01;CH0000052;0,35
100.000.437-61;(11) 99046-5362;05/08/2026 19:08;01;CH0000617;0,35
100.000.382-53;(11) 91879-1292;26/08/2026 09:31;12;CH0000539;0,35
100.000.450-39;(11) 99374-1127;06/09/2026 10:58;01;CH0000633;0,35
100.000.128-82;(11) 96779-0557;01/09/2026 09:58;10;CH0000167;0,35
100.000.021-43;(11) 91931-7495;29/07/2026 10:38;11;CH0000036;0,35
100.000.403-12;(11) 94661-3462;05/09/2026 19:55;11;CH0000574;0,35
100.000.228-45;(11) 96032-6016;02/08/2026 09:36;12;CH0000313;0,35
100.000.426-09;(11) 92706-2291;20/08/2026 19:37;10;CH0000607;0,35
100.000.115-68;(11) 95933-0907;12/09/2026 11:22;10;CH0000145;0,35
100.000.069-98;(11) 94801-6697;10/08/2026 18:07;01;CH0000095;0,35
100.000.024-96;(11) 97860-8612;05/08/2026 12:42;12;CH0000041;0,35
100.000.174-18;(11) 92994-8970;03/08/2026 13:13;02;CH0000230;0,35
100.000.063-00;(11) 96390-4155;28/08/2026 18:41;01;CH0000086;0,35
100.000.488-01;(11) 92863-7880;01/08/2026 11:13;02;CH0000690;0,35
100.000.491-07;(11) 92415-5900;02/08/2026 13:38;01;CH0000694;0,35
100.000.495-30;(11) 97742-8032;11/09/2026 11:44;10;CH0000699;0,35
100.000.451-10;(11) 94813-1375;08/09/2026 13:53;01;CH0000635;0,35
100.000.129-63;(11) 92082-0219;30/08/2026 11:42;01;CH0000170;0,35
100.000.014-14;(11) 91919-6777;23/08/2026 11:21;01;CH0000027;0,35
100.000.120-25;(11) 92354-2127;23/08/2026 14:25;01;CH0000155;0,35
100.000.099-03;(11) 98753-5841;05/08/2026 16:03;01;CH0000120;0,35
100.000.098-22;(11) 92644-4612;12/08/2026 11:19;11;CH0000119;0,35
100.000.105-96;(11) 93560-6639;07/09/2026 08:32;10;CH0000132;0,35
100.000.215-20;(11) 98477-6858;21/09/2026 15:05;10;CH0000298;0,35
100.000.182-28;(11) 91909-9261;06/09/2026 09:56;01;CH0000245;0,35
100.000.354-08;(11) 92171-8382;18/09/2026 16:57;10;CH0000506;0,35
100.000.149-07;(11) 92167-4661;02/08/2026 17:17;12;CH0000191;0,35
100.000.491-07;(11) 99854-9488;17/08/2026 12:22;01;CH0000696;0,35
100.000.300-07;(11) 91688-6777;16/08/2026 17:27;01;CH0000426;0,35
100.000.392-25;(11) 96937-8298;21/08/2026 19:43;01;CH0000560;0,35
