customer_ref,wa_number,event_at,status,message_id
C0000142,5511972015859,2026-09-06 12:41:00,blocked,wamid.b2
C0000282,5511986378602,2026-08-04 16:22:00,failed_not_on_whatsapp,wamid.167
C0000405,5511996388439,2026-09-04 14:34:00,failed_not_on_whatsapp,wamid.204
C0000219,5511933783708,2026-08-02 13:02:00,delivered,wamid.114
C0000214,5511942331952,2026-08-13 18:38:00,delivered,wamid.110
C0000013,5511984593961,2026-07-30 10:30:00,delivered,wamid.a
C0000251,5511978524572,2026-08-17 14:47:00,read,wamid.143
C0000195,5511916664050,2026-09-24 19:45:00,delivered,wamid.fd
C0000386,5511968436893,2026-08-07 16:17:00,replied,wamid.1e6
C0000067,5511993446356,2026-07-30 18:39:00,failed_not_on_whatsapp,wamid.4b
C0000361,5511921727533,2026-09-17 11:25:00,delivered,wamid.1c0
C0000249,5511916986408,2026-09-19 11:20:00,delivered,wamid.140
C0000316,5511971906810,2026-07-27 15:34:00,delivered,wamid.18b
C0000356,5511981157706,2026-09-09 15:04:00,delivered,wamid.1b9
C0000116,5511980890196,2026-07-30 14:27:00,delivered,wamid.8f
C0000332,5511949536330,2026-09-10 09:27:00,identity_verified,wamid.1a3
C0000043,5511946173157,2026-09-21 08:06:00,pending,wamid.2f
C0000120,5511923542127,2026-08-29 15:57:00,wrong_person,wamid.95
C0000300,5511930144703,2026-08-08 18:45:00,delivered,wamid.178
C0000112,5511935878707,2026-09-10 16:23:00,wrong_person,wamid.8b
C0000465,5511956544270,2026-09-17 15:51:00,failed_not_on_whatsapp,wamid.257
C0000025,5511998054615,2026-09-06 10:47:00,failed_not_on_whatsapp,wamid.18
C0000132,5511992391596,2026-07-27 15:01:00,delivered,wamid.a7
C0000331,5511990448089,2026-07-28 13:02:00,delivered,wamid.19e
C0000222,5511936830448,2026-08-29 15:41:00,read,wamid.119
C0000302,5511954440977,2026-08-15 12:42:00,failed_not_on_whatsapp,wamid.17a
C0000365,5511987989327,2026-08-22 09:15:00,delivered,wamid.1d0
C0000361,5511975829146,2026-09-24 10:14:00,replied,wamid.1c2
C0000409,5511920974924,2026-09-07 10:03:00,delivered,wamid.20d
C0000389,5511980055957,2026-08-18 14:44:00,replied,wamid.1ef
C0000023,5511953779528,2026-09-24 14:48:00,replied,wamid.16
C0000193,5511928206610,2026-08-18 15:41:00,delivered,wamid.fb
C0000146,5511911286267,2026-09-08 19:35:00,delivered,wamid.b6
C0000164,5511958852098,2026-09-23 18:32:00,blocked,wamid.d2
C0000323,5511991144449,2026-09-12 18:53:00,delivered,wamid.193
C0000269,5511929607576,2026-08-28 15:55:00,failed_not_on_whatsapp,wamid.158
C0000337,5511975663681,2026-09-11 17:01:00,identity_verified,wamid.1a7
C0000228,5511975337822,2026-07-29 14:11:00,failed_not_on_whatsapp,wamid.123
C0000037,5511958436637,2026-08-04 19:31:00,read,wamid.27
C0000015,5511950264926,2026-07-29 17:20:00,failed_not_on_whatsapp,wamid.b
C0000072,5511942657384,2026-09-15 09:50:00,delivered,wamid.52
C0000151,5511965243509,2026-08-26 09:56:00,failed_not_on_whatsapp,wamid.bd
C0000433,5511918137886,2026-08-28 11:55:00,read,wamid.232
C0000437,5511927948365,2026-09-20 12:33:00,delivered,wamid.237
C0000045,5511948658617,2026-07-29 12:31:00,failed_not_on_whatsapp,wamid.32
C0000323,5511941776042,2026-08-08 11:27:00,replied,wamid.194
C0000225,5511990111922,2026-08-13 11:30:00,delivered,wamid.11e
C0000228,5511975337822,2026-09-15 11:37:00,failed_not_on_whatsapp,wamid.120
C0000121,5511998612211,2026-09-08 11:21:00,read,wamid.9a
C0000050,5511932329103,2026-08-26 11:35:00,failed_not_on_whatsapp,wamid.3c
C0000326,5511924971907,2026-08-24 09:42:00,failed_not_on_whatsapp,wamid.197
C0000048,5511961167978,2026-07-29 11:30:00,failed_not_on_whatsapp,wamid.38
C0000435,5511984511273,2026-09-15 19:43:00,delivered,wamid.233
C0000319,5511962342586,2026-08-21 08:07:00,delivered,wamid.18e
C0000192,5511953066216,2026-09-21 14:26:00,read,wamid.f8
C0000453,5511960760544,2026-09-23 17:13:00,blocked,wamid.249
C0000205,5511959203071,2026-09-16 09:55:00,failed_not_on_whatsapp,wamid.10a
C0000447,5511986935230,2026-08-18 09:27:00,read,wamid.243
C0000412,5511930457766,2026-09-24 09:14:00,read,wamid.210
C0000105,5511935606639,2026-09-03 08:52:00,delivered,wamid.85
C0000138,5511919282319,2026-08-28 16:13:00,failed_not_on_whatsapp,wamid.ad
C0000150,5511917966873,2026-08-04 19:26:00,delivered,wamid.b8
C0000310,5511959873103,2026-08-18 08:49:00,replied,wamid.186
C0000465,5511949922892,2026-09-11 18:13:00,delivered,wamid.258
C0000392,5511926381779,2026-08-17 08:26:00,wrong_person,wamid.1f5
C0000048,5511914968688,2026-09-14 10:50:00,replied,wamid.39
C0000128,5511967790557,2026-09-21 08:45:00,failed_not_on_whatsapp,wamid.a3
C0000164,5511958852098,2026-09-22 17:51:00,read,wamid.d5
C0000196,5511996888739,2026-08-15 13:50:00,read,wamid.101
C0000280,5511953412847,2026-09-04 15:04:00,delivered,wamid.163
C0000397,5511945729141,2026-09-12 10:36:00,delivered,wamid.1fc
C0000268,5511930421134,2026-09-20 12:37:00,delivered,wamid.154
C0000108,5511920607151,2026-08-17 16:49:00,delivered,wamid.87
C0000237,5511994775473,2026-08-06 18:05:00,delivered,wamid.12f
C0000158,5511935319707,2026-09-20 13:59:00,delivered,wamid.c7
C0000387,5511942962076,2026-07-30 11:13:00,delivered,wamid.1ea
C0000382,5511918791292,2026-09-21 11:50:00,delivered,wamid.1dc
C0000106,5511933244151,2026-07-30 16:59:00,read,wamid.86
C0000356,5511998014684,2026-09-15 13:36:00,delivered,wamid.1bb
C0000162,5511951512209,2026-09-17 09:16:00,identity_verified,wamid.ce
C0000127,5511939356057,2026-09-12 17:15:00,delivered,wamid.9f
C0000078,5511996368203,2026-09-12 14:08:00,failed_not_on_whatsapp,wamid.5c
C0000074,5511953380275,2026-09-05 08:58:00,failed_not_on_whatsapp,wamid.57
C0000113,5511974082804,2026-07-28 16:16:00,replied,wamid.8c
C0000342,5511956688115,2026-09-12 13:24:00,read,wamid.1ad
C0000003,5511960929647,2026-09-24 19:54:00,read,wamid.5
C0000143,5511959095909,2026-09-05 11:42:00,identity_verified,wamid.b4
C0000497,5511983552661,2026-08-25 18:09:00,delivered,wamid.282
C0000128,5511967790557,2026-09-21 08:45:00,failed_not_on_whatsapp,wamid.a3
C0000483,5511966766698,2026-08-19 15:06:00,delivered,wamid.26e
C0000156,5511923851475,2026-08-25 09:23:00,replied,wamid.c1
C0000137,5511975901885,2026-08-23 18:52:00,failed_not_on_whatsapp,wamid.ab
C0000363,5511946685578,2026-08-02 17:17:00,delivered,wamid.1c9
C0000345,5511917293304,2026-08-28 14:07:00,failed_not_on_whatsapp,wamid.1b0
C0000196,5511996888739,2026-08-01 19:06:00,delivered,wamid.102
C0000105,5511952103092,2026-09-14 14:35:00,delivered,wamid.84
C0000499,5511997254650,2026-09-01 10:13:00,delivered,wamid.286
C0000348,5511915376584,2026-09-05 11:17:00,failed_not_on_whatsapp,wamid.1b2
C0000025,5511998054615,2026-09-01 09:46:00,failed_not_on_whatsapp,wamid.1a
C0000417,5511979174131,2026-08-27 08:01:00,wrong_person,wamid.216
C0000171,5511929907683,2026-09-10 13:21:00,identity_verified,wamid.e0
C0000403,5511946613462,2026-09-18 19:44:00,failed_not_on_whatsapp,wamid.202
C0000193,5511928206610,2026-09-18 17:56:00,pending,wamid.f9
C0000195,5511916664050,2026-09-13 15:28:00,delivered,wamid.fe
C0000309,5511994088862,2026-07-28 11:06:00,read,wamid.184
C0000382,5511918791292,2026-09-04 19:51:00,delivered,wamid.1db
,5511930285078,2026-09-09 13:03:00,read,wamid.198
C0000113,5511974082804,2026-09-23 14:49:00,identity_verified,wamid.8d
C0000356,5511998014684,2026-08-18 10:21:00,delivered,wamid.1ba
C0000284,5511967973424,2026-08-16 11:16:00,pending,wamid.168
C0000427,5511980166008,2026-08-08 14:32:00,read,wamid.22c
C0000328,5511973918769,2026-09-03 19:07:00,identity_verified,wamid.19a
C0000085,5511980260907,2026-07-30 18:34:00,delivered,wamid.62
C0000320,5511927120235,2026-08-26 13:40:00,failed_not_on_whatsapp,wamid.190
C0000240,5511962088975,2026-08-02 16:15:00,blocked,wamid.134
C0000162,5511928416255,2026-09-07 12:16:00,delivered,wamid.d0
C0000246,5511989060695,2026-07-30 18:56:00,failed_not_on_whatsapp,wamid.13a
C0000069,5511978765957,2026-08-02 13:11:00,delivered,wamid.4e
C0000418,5511949208083,2026-08-18 11:18:00,failed_not_on_whatsapp,wamid.218
C0000032,5511925372341,2026-08-06 19:34:00,failed_not_on_whatsapp,wamid.1e
C0000164,5511958852098,2026-07-30 14:16:00,replied,wamid.d1
C0000486,5511974142265,2026-08-15 08:30:00,identity_verified,wamid.275
C0000332,5511949536330,2026-08-06 08:25:00,delivered,wamid.1a1
C0000495,5511977428032,2026-08-20 17:57:00,failed_not_on_whatsapp,wamid.280
C0000424,5511988060201,2026-08-02 14:56:00,failed_not_on_whatsapp,wamid.227
C0000498,5511958617120,2026-08-06 11:36:00,read,wamid.283
C0000366,5511929614192,2026-09-03 09:27:00,read,wamid.1d3
C0000389,5511980055957,2026-08-11 17:21:00,identity_verified,wamid.1f0
C0000386,5511936930522,2026-08-04 16:48:00,delivered,wamid.1e7
C0000132,5511992391596,2026-08-20 17:43:00,delivered,wamid.a8
C0000384,5511981918425,2026-08-23 17:41:00,identity_verified,wamid.1e4
C0000475,5511926650536,2026-09-06 16:11:00,failed_not_on_whatsapp,wamid.269
C0000467,5511971995701,2026-08-31 15:24:00,failed_not_on_whatsapp,wamid.25b
C0000285,5511942522981,2026-08-21 08:24:00,delivered,wamid.16b
C0000036,5511999115205,2026-09-21 09:23:00,delivered,wamid.24
C0000439,5511912655050,2026-09-24 12:24:00,failed_not_on_whatsapp,wamid.239
,5511987535841,2026-09-14 11:44:00,read,wamid.7d
C0000305,5511991793056,2026-08-22 11:33:00,delivered,wamid.17f
C0000419,5511965701512,2026-08-04 08:44:00,failed_not_on_whatsapp,wamid.21d
C0000363,5511946685578,2026-09-02 12:45:00,blocked,wamid.1ca
C0000408,5511929945631,2026-09-16 13:16:00,failed_not_on_whatsapp,wamid.209
C0000493,5511925583513,2026-09-12 14:57:00,delivered,wamid.27e
C0000274,5511958072427,2026-07-28 16:38:00,read,wamid.15c
C0000245,5511992510102,2026-08-29 08:00:00,failed_not_on_whatsapp,wamid.137
C0000035,5511935643159,2026-08-14 11:51:00,replied,wamid.22
C0000386,5511968436893,2026-08-07 16:17:00,replied,wamid.1e6
C0000056,5511984801233,2026-09-19 12:22:00,failed_not_on_whatsapp,wamid.42
C0000424,5511994254420,2026-08-05 14:43:00,failed_not_on_whatsapp,wamid.225
C0000384,5511963959197,2026-08-04 16:01:00,failed_not_on_whatsapp,wamid.1e3
C0000224,5511935970823,2026-08-02 14:35:00,delivered,wamid.11c
C0000041,5511945507920,2026-08-20 08:33:00,failed_not_on_whatsapp,wamid.2b
C0000275,5511970315326,2026-07-31 09:20:00,replied,wamid.15e
C0000469,5511969144114,2026-08-04 13:01:00,read,wamid.25e
C0000219,5511933783708,2026-09-21 15:54:00,wrong_person,wamid.116
C0000077,5511998122539,2026-08-10 13:18:00,failed_not_on_whatsapp,wamid.58
C0000250,5511992405066,2026-09-04 14:10:00,replied,wamid.141
C0000422,5511926912191,2026-07-27 16:43:00,wrong_person,wamid.221
C0000048,5511914968688,2026-08-20 12:47:00,delivered,wamid.37
C0000330,5511911137651,2026-09-22 08:20:00,delivered,wamid.19d
C0000353,5511953011925,2026-08-28 12:11:00,replied,wamid.1b5
C0000219,5511991357521,2026-09-15 08:33:00,delivered,wamid.115
C0000268,5511930421134,2026-09-15 15:21:00,identity_verified,wamid.157
C0000488,5511928637880,2026-08-31 09:12:00,delivered,wamid.276
C0000164,5511958852098,2026-09-23 19:52:00,replied,wamid.d6
C0000473,5511911608113,2026-08-20 14:01:00,delivered,wamid.266
C0000339,5511924271532,2026-09-11 18:52:00,delivered,wamid.1aa
C0000000,5511913999315,2026-08-18 11:01:00,read,wamid.1
C0000020,5511913326769,2026-09-18 17:59:00,failed_not_on_whatsapp,wamid.10
C0000207,5511947944260,2026-08-26 16:26:00,replied,wamid.10c
C0000128,5511967790557,2026-08-17 13:02:00,failed_not_on_whatsapp,wamid.a4
C0000292,5511928536762,2026-08-04 10:01:00,failed_not_on_whatsapp,wamid.16f
C0000069,5511989609131,2026-08-13 15:30:00,failed_not_on_whatsapp,wamid.4f
C0000128,5511912300840,2026-08-23 09:05:00,failed_not_on_whatsapp,wamid.a1
C0000338,5511982016051,2026-08-26 19:47:00,delivered,wamid.1a8
C0000403,5511934247098,2026-08-16 18:38:00,failed_not_on_whatsapp,wamid.201
C0000232,5511983245898,2026-08-24 10:09:00,failed_not_on_whatsapp,wamid.129
C0000087,5511936772387,2026-09-23 16:31:00,wrong_person,wamid.65
C0000003,5511981691040,2026-07-30 16:06:00,delivered,wamid.6
C0000495,5511977428032,2026-08-30 09:34:00,failed_not_on_whatsapp,wamid.27f
C0000042,5511964023778,2026-08-04 16:07:00,failed_not_on_whatsapp,wamid.2e
C0000388,5511921264832,2026-08-30 14:13:00,wrong_person,wamid.1ed
C0000186,5511945568288,2026-09-18 12:48:00,delivered,wamid.f2
C0000427,5511980166008,2026-08-03 10:23:00,read,wamid.22b
C0000365,5511987989327,2026-07-29 13:35:00,read,wamid.1d1
C0000167,5511995354668,2026-09-15 15:42:00,failed_not_on_whatsapp,wamid.db
C0000363,5511960435319,2026-09-06 08:11:00,wrong_person,wamid.1c8
C0000090,5511964520614,2026-09-08 14:01:00,failed_not_on_whatsapp,wamid.6b
C0000152,5511947342819,2026-09-19 16:58:00,failed_not_on_whatsapp,wamid.be
C0000008,5511951273847,2026-08-27 13:48:00,delivered,wamid.7
C0000181,5511976596831,2026-08-07 15:58:00,read,wamid.ef
C0000401,5511945328305,2026-07-27 08:39:00,failed_not_on_whatsapp,wamid.200
C0000028,5511964707061,2026-07-27 11:44:00,delivered,wamid.1d
C0000338,5511997755782,2026-08-04 11:05:00,failed_not_on_whatsapp,wamid.1a9
C0000295,5511940369856,2026-08-13 14:16:00,replied,wamid.171
C0000364,5511930672747,2026-08-13 19:55:00,failed_not_on_whatsapp,wamid.1ce
C0000081,5511917003454,2026-08-20 14:21:00,failed_not_on_whatsapp,wamid.5f
C0000157,5511989131271,2026-09-03 13:14:00,read,wamid.c4
C0000222,5511949613096,2026-09-09 14:33:00,delivered,wamid.11a
C0000499,5511997254650,2026-09-01 10:13:00,delivered,wamid.286
C0000058,5511999991136,2026-09-03 19:59:00,failed_not_on_whatsapp,wamid.44
C0000043,5511946173157,2026-08-26 18:35:00,failed_not_on_whatsapp,wamid.30
C0000050,5511932329103,2026-08-20 13:00:00,failed_not_on_whatsapp,wamid.3b
C0000387,5511930127592,2026-08-03 13:27:00,read,wamid.1e9
C0000172,5511984618850,2026-09-11 10:52:00,wrong_person,wamid.e1
C0000078,5511999941500,2026-07-29 11:15:00,failed_not_on_whatsapp,wamid.5e
C0000176,5511917503932,2026-09-18 16:40:00,failed_not_on_whatsapp,wamid.e7
C0000492,5511922138886,2026-08-05 09:44:00,failed_not_on_whatsapp,wamid.27b
C0000461,5511986178952,2026-09-18 15:59:00,failed_not_on_whatsapp,wamid.253
C0000458,5511928503943,2026-08-05 15:20:00,failed_not_on_whatsapp,wamid.24c
C0000244,5511932511225,2026-09-19 13:34:00,read,wamid.136
C0000363,5511986224438,2026-09-17 11:54:00,failed_not_on_whatsapp,wamid.1cc
C0000258,5511979552316,2026-08-19 13:26:00,failed_not_on_whatsapp,wamid.14c
C0000095,5511950818905,2026-08-15 13:39:00,blocked,wamid.75
C0000032,5511959512272,2026-09-01 08:50:00,failed_not_on_whatsapp,wamid.20
C0000240,5511962088975,2026-08-02 16:15:00,blocked,wamid.134
C0000056,5511988458327,2026-09-18 18:36:00,failed_not_on_whatsapp,wamid.41
C0000458,5511928503943,2026-08-09 13:54:00,failed_not_on_whatsapp,wamid.24d
C0000302,5511954440977,2026-09-10 12:58:00,failed_not_on_whatsapp,wamid.17b
C0000164,5511958852098,2026-08-08 17:32:00,read,wamid.d7
C0000070,5511933581357,2026-09-02 16:29:00,read,wamid.51
C0000032,5511925372341,2026-09-11 08:55:00,failed_not_on_whatsapp,wamid.1f
C0000253,5511977946127,2026-08-08 10:12:00,read,wamid.146
C0000292,5511928536762,2026-08-04 10:01:00,failed_not_on_whatsapp,wamid.16f
C0000173,5511954499873,2026-07-30 17:42:00,failed_not_on_whatsapp,wamid.e4
C0000326,5511947711414,2026-09-03 10:53:00,wrong_person,wamid.196
C0000234,5511983665549,2026-08-17 10:49:00,delivered,wamid.12b
C0000486,5511974142265,2026-08-08 10:22:00,delivered,wamid.272
C0000419,5511965701512,2026-09-09 09:05:00,failed_not_on_whatsapp,wamid.21e
C0000361,5511921727533,2026-08-03 15:13:00,delivered,wamid.1c1
C0000298,5511937102854,2026-08-30 12:04:00,failed_not_on_whatsapp,wamid.176
C0000348,5511915376584,2026-09-08 19:07:00,failed_not_on_whatsapp,wamid.1b1
C0000150,5511981441519,2026-09-09 13:06:00,delivered,wamid.b9
C0000050,5511932329103,2026-08-12 10:32:00,failed_not_on_whatsapp,wamid.3a
C0000369,5511958663129,2026-09-21 10:08:00,replied,wamid.1d4
C0000195,5511916664050,2026-09-03 12:02:00,read,wamid.ff
C0000196,5511996888739,2026-08-06 16:14:00,identity_verified,wamid.100
C0000226,5511922340723,2026-07-29 18:29:00,failed_not_on_whatsapp,wamid.11f
C0000112,5511928012011,2026-09-21 14:44:00,delivered,wamid.8a
C0000060,5511942691263,2026-08-06 17:28:00,failed_not_on_whatsapp,wamid.47
C0000450,5511995733862,2026-08-28 14:27:00,delivered,wamid.245
C0000089,5511920746667,2026-08-10 15:14:00,delivered,wamid.69
C0000375,5511919342782,2026-08-27 12:45:00,failed_not_on_whatsapp,wamid.1d8
C0000013,5511984593961,2026-09-17 18:40:00,read,wamid.9
C0000070,5511933581357,2026-09-24 10:05:00,delivered,wamid.50
C0000213,5511974683506,2026-09-13 10:19:00,identity_verified,wamid.10f
C0000022,5511961700055,2026-08-30 12:26:00,failed_not_on_whatsapp,wamid.15
C0000230,5511964711545,2026-08-26 12:31:00,failed_not_on_whatsapp,wamid.125
C0000492,5511922138886,2026-07-29 13:58:00,failed_not_on_whatsapp,wamid.27c
C0000119,5511983074216,2026-08-30 13:36:00,blocked,wamid.91
C0000045,5511916927215,2026-09-13 14:24:00,delivered,wamid.34
C0000411,5511935262608,2026-08-02 18:15:00,read,wamid.20f
C0000068,5511955754284,2026-09-17 09:58:00,delivered,wamid.4d
C0000172,5511972014395,2026-08-17 09:13:00,failed_not_on_whatsapp,wamid.e2
C0000391,5511951362065,2026-08-09 11:16:00,failed_not_on_whatsapp,wamid.1f2
C0000252,5511922101856,2026-08-05 14:06:00,delivered,wamid.145
C0000088,5511954550177,2026-08-08 19:50:00,failed_not_on_whatsapp,wamid.67
C0000228,5511935838575,2026-08-02 17:57:00,read,wamid.121
C0000151,5511965243509,2026-09-12 15:52:00,failed_not_on_whatsapp,wamid.bc
C0000251,5511932747608,2026-08-19 14:03:00,delivered,wamid.142
C0000310,5511950618137,2026-09-24 09:06:00,delivered,wamid.187
C0000309,5511994088862,2026-09-14 15:18:00,delivered,wamid.183
C0000473,5511911608113,2026-08-11 19:35:00,delivered,wamid.264
C0000291,5511913954845,2026-09-04 16:40:00,failed_not_on_whatsapp,wamid.16e
C0000309,5511994088862,2026-08-21 12:37:00,delivered,wamid.185
C0000113,5511974082804,2026-07-28 16:16:00,replied,wamid.8c
C0000021,5511954058573,2026-09-04 11:49:00,replied,wamid.13
C0000236,5511974418331,2026-08-09 15:49:00,wrong_person,wamid.12e
C0000047,5511998575748,2026-09-23 11:14:00,delivered,wamid.36
C0000074,5511953380275,2026-09-15 10:52:00,failed_not_on_whatsapp,wamid.56
C0000489,5511912232081,2026-09-02 11:49:00,failed_not_on_whatsapp,wamid.278
C0000315,5511972850928,2026-09-21 12:41:00,delivered,wamid.189
C0000424,5511994254420,2026-07-30 09:40:00,failed_not_on_whatsapp,wamid.228
C0000398,5511959611937,2026-08-19 15:39:00,failed_not_on_whatsapp,wamid.1fe
C0000205,5511960357475,2026-09-19 18:57:00,delivered,wamid.108
C0000388,5511996475652,2026-09-21 15:03:00,failed_not_on_whatsapp,wamid.1ec
C0000436,5511926505688,2026-07-27 19:38:00,failed_not_on_whatsapp,wamid.234
C0000407,5511985572241,2026-09-03 19:34:00,replied,wamid.207
C0000136,5511969085720,2026-09-11 13:27:00,failed_not_on_whatsapp,wamid.aa
C0000363,5511960435319,2026-09-03 18:13:00,delivered,wamid.1c6
C0000360,5511992882398,2026-08-17 15:38:00,failed_not_on_whatsapp,wamid.1bf
C0000388,5511975208604,2026-08-01 08:24:00,wrong_person,wamid.1eb
C0000139,5511924679315,2026-09-07 11:15:00,failed_not_on_whatsapp,wamid.b0
C0000072,5511942657384,2026-09-15 09:50:00,delivered,wamid.52
C0000470,5511969590884,2026-08-05 10:33:00,read,wamid.261
C0000217,5511976091781,2026-08-21 18:06:00,replied,wamid.113
C0000452,5511928420515,2026-08-14 12:08:00,failed_not_on_whatsapp,wamid.248
C0000419,5511965701512,2026-08-20 14:03:00,failed_not_on_whatsapp,wamid.21c
C0000408,5511920627779,2026-09-18 13:59:00,read,wamid.20b
C0000192,5511953066216,2026-08-13 10:55:00,wrong_person,wamid.f7
C0000467,5511971995701,2026-08-27 18:26:00,failed_not_on_whatsapp,wamid.25c
C0000391,5511951362065,2026-08-15 11:31:00,failed_not_on_whatsapp,wamid.1f4
C0000376,5511964262755,2026-08-01 11:34:00,pending,wamid.1d9
C0000440,5511976305077,2026-09-15 19:53:00,delivered,wamid.23c
C0000324,5511947503167,2026-08-17 09:42:00,blocked,wamid.195
C0000119,5511983074216,2026-08-21 19:48:00,delivered,wamid.94
C0000383,5511986551556,2026-08-05 13:20:00,replied,wamid.1de
C0000194,5511977796914,2026-07-31 08:12:00,failed_not_on_whatsapp,wamid.fc
C0000409,5511962741841,2026-09-23 15:51:00,read,wamid.20c
C0000246,5511974709513,2026-08-12 11:07:00,delivered,wamid.139
C0000230,5511964711545,2026-08-15 18:28:00,failed_not_on_whatsapp,wamid.126
C0000225,5511990111922,2026-08-07 10:07:00,read,wamid.11d
C0000120,5511916533225,2026-08-09 08:18:00,blocked,wamid.96
C0000483,5511966766698,2026-08-21 15:43:00,delivered,wamid.26d
C0000491,5511924155900,2026-08-31 14:36:00,failed_not_on_whatsapp,wamid.279
C0000363,5511986224438,2026-09-14 13:12:00,failed_not_on_whatsapp,wamid.1c7
C0000351,5511992208524,2026-08-30 19:31:00,blocked,wamid.1b3
C0000128,5511912300840,2026-08-02 14:27:00,failed_not_on_whatsapp,wamid.a2
C0000161,5511995971459,2026-09-17 11:41:00,read,wamid.cb
C0000284,5511916618423,2026-08-14 09:41:00,delivered,wamid.169
