data,id_cliente,tag,estado,prioridade,regua,passo,canal,contato,ordem_contato,condicao,data_fixa,spins_max,janela
2026-09-16,C0000090,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11915375567,1,,False,,08:00-20:00
2026-09-16,C0000090,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11915375567,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000090,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11984396090,2,,False,,08:00-20:00
2026-09-16,C0000090,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11984396090,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000118,S260818-A2-NCP-ND-G3,NCP,7,giro,G3-dia5,agente_voz,11919296485,1,,False,,08:00-20:00
2026-09-16,C0000118,S260818-A2-NCP-ND-G3,NCP,7,giro,G3-dia5,discador,11919296485,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000148,S260828-M2-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11944030897,1,,False,,08:00-20:00
2026-09-16,C0000148,S260828-M2-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11986083931,2,,False,,08:00-20:00
2026-09-16,C0000159,S260820-B1-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11958443535,1,,False,,08:00-20:00
2026-09-16,C0000159,S260820-B1-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11939033221,2,,False,,08:00-20:00
2026-09-16,C0000164,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11975030611,1,,False,,08:00-20:00
2026-09-16,C0000164,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,email,cliente164_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000164,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11941796382,2,,False,,08:00-20:00
2026-09-16,C0000167,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11997790805,1,,False,,08:00-20:00
2026-09-16,C0000167,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11931029055,2,,False,,08:00-20:00
2026-09-16,C0000170,S260818-M2-NCP-ND-G3,NCP,7,giro,G3-dia5,agente_voz,11944777568,1,,False,,08:00-20:00
2026-09-16,C0000170,S260818-M2-NCP-ND-G3,NCP,7,giro,G3-dia5,discador,11944777568,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000172,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11968222910,1,,False,,08:00-20:00
2026-09-16,C0000172,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,email,cliente172_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000172,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11950058667,2,,False,,08:00-20:00
2026-09-16,C0000185,S260828-B2-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11987875008,1,,False,,08:00-20:00
2026-09-16,C0000209,S260824-A1-NCP-ND-G2,NCP,7,giro,G2-dia7,sms,11910047324,1,,False,,08:00-20:00
2026-09-16,C0000209,S260824-A1-NCP-ND-G2,NCP,7,giro,G2-dia7,email,cliente209_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000209,S260824-A1-NCP-ND-G2,NCP,7,giro,G2-dia7,email,cliente209_1@exemplo.com,2,,False,,08:00-20:00
2026-09-16,C0000221,S260818-B2-NCP-ND-G3,NCP,7,giro,G3-dia5,agente_voz,11947810286,1,,False,,08:00-20:00
2026-09-16,C0000221,S260818-B2-NCP-ND-G3,NCP,7,giro,G3-dia5,discador,11947810286,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000221,S260818-B2-NCP-ND-G3,NCP,7,giro,G3-dia5,agente_voz,11987515492,2,,False,,08:00-20:00
2026-09-16,C0000221,S260818-B2-NCP-ND-G3,NCP,7,giro,G3-dia5,discador,11987515492,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000230,S260820-M3-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11942564181,1,,False,,08:00-20:00
2026-09-16,C0000256,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11967799508,1,,False,,08:00-20:00
2026-09-16,C0000256,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,email,cliente256_1@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000256,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11937803403,2,,False,,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11943999110,1,,False,,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11943999110,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11957112540,2,,False,,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11957112540,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11913284252,3,,False,,08:00-20:00
2026-09-16,C0000290,S260826-A3-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11913284252,3,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000291,S260818-B1-NCP-ND-G3,NCP,7,giro,G3-dia5,agente_voz,11998609491,1,,False,,08:00-20:00
2026-09-16,C0000291,S260818-B1-NCP-ND-G3,NCP,7,giro,G3-dia5,discador,11998609491,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000294,S260828-A1-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11991355693,1,,False,,08:00-20:00
2026-09-16,C0000294,S260828-A1-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11988721701,2,,False,,08:00-20:00
2026-09-16,C0000299,S260901-B3-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11918113449,1,,False,,08:00-20:00
2026-09-16,C0000299,S260901-B3-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11972186325,2,,False,,08:00-20:00
2026-09-16,C0000303,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11986918954,1,,False,,08:00-20:00
2026-09-16,C0000303,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,email,cliente303_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000304,S260816-M3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11917307975,1,,False,,08:00-20:00
2026-09-16,C0000304,S260816-M3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11993656483,2,,False,,08:00-20:00
2026-09-16,C0000308,S260901-B2-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11932275262,1,,False,,08:00-20:00
2026-09-16,C0000308,S260901-B2-NCP-ND-G1,NCP,7,giro,G1-dia7,email,cliente308_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000329,S260816-B1-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11955174079,1,,False,,08:00-20:00
2026-09-16,C0000329,S260816-B1-NCP-ND-G3,NCP,7,giro,G3-dia7,email,cliente329_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000329,S260816-B1-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11916791007,2,,False,,08:00-20:00
2026-09-16,C0000332,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11998313595,1,,False,,08:00-20:00
2026-09-16,C0000332,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,email,cliente332_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000332,S260816-B3-NCP-ND-G3,NCP,7,giro,G3-dia7,sms,11956631855,2,,False,,08:00-20:00
2026-09-16,C0000346,S260820-M2-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11928381044,1,,False,,08:00-20:00
2026-09-16,C0000361,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11967774425,1,,False,,08:00-20:00
2026-09-16,C0000361,S260901-A1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11987885120,2,,False,,08:00-20:00
2026-09-16,C0000369,S260828-M3-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11993551409,1,,False,,08:00-20:00
2026-09-16,C0000369,S260828-M3-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11968618943,2,,False,,08:00-20:00
2026-09-16,C0000377,S260826-B2-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11969678398,1,,False,,08:00-20:00
2026-09-16,C0000377,S260826-B2-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11969678398,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000379,S260826-A2-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11949208951,1,,False,,08:00-20:00
2026-09-16,C0000379,S260826-A2-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11949208951,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000379,S260826-A2-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11995422234,2,,False,,08:00-20:00
2026-09-16,C0000379,S260826-A2-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11995422234,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000381,S260828-M3-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11985316119,1,,False,,08:00-20:00
2026-09-16,C0000389,S260826-M2-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11977919711,1,,False,,08:00-20:00
2026-09-16,C0000389,S260826-M2-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11977919711,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000391,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11975009411,1,,False,,08:00-20:00
2026-09-16,C0000391,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11975009411,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000391,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11938312768,2,,False,,08:00-20:00
2026-09-16,C0000391,S260826-M1-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11938312768,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000392,S260824-M2-NCP-ND-G2,NCP,7,giro,G2-dia7,sms,11925744771,1,,False,,08:00-20:00
2026-09-16,C0000392,S260824-M2-NCP-ND-G2,NCP,7,giro,G2-dia7,email,cliente392_0@exemplo.com,1,,False,,08:00-20:00
