token,campanha,mensagem_id,id_cliente,contato,tipo,canal,link,preparada_em
r4p2b635d7r3flnf,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11910779834,telefone,whatsapp,https://portal.exemplo.com.br/r/r4p2b635d7r3flnf,2026-09-18
pwcwrpvxjicsi4vt,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11910779834,telefone,rcs,https://portal.exemplo.com.br/r/pwcwrpvxjicsi4vt,2026-09-18
dx3ewy472fe7e4kb,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11999287389,telefone,sms,https://portal.exemplo.com.br/r/dx3ewy472fe7e4kb,2026-09-18
wv77udi5imqll46w,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11999287389,telefone,whatsapp,https://portal.exemplo.com.br/r/wv77udi5imqll46w,2026-09-18
odxqfvxjya2z7cat,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11999287389,telefone,rcs,https://portal.exemplo.com.br/r/odxqfvxjya2z7cat,2026-09-18
yoqrwo3pk4krlyed,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11975641573,telefone,sms,https://portal.exemplo.com.br/r/yoqrwo3pk4krlyed,2026-09-18
vwdg6kqavi4ldess,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11975641573,telefone,whatsapp,https://portal.exemplo.com.br/r/vwdg6kqavi4ldess,2026-09-18
4dvu5dn34ihuno5g,CAMP-NOVOS-2026-09,MSG-V1,C0000516,11975641573,telefone,rcs,https://portal.exemplo.com.br/r/4dvu5dn34ihuno5g,2026-09-18
v2oah4nk5g35bl7i,CAMP-NOVOS-2026-09,MSG-V1,C0000516,cliente516_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/v2oah4nk5g35bl7i,2026-09-18
arqk2tpxgofbk52j,CAMP-NOVOS-2026-09,MSG-V1,C0000516,cliente516_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/arqk2tpxgofbk52j,2026-09-18
qrkaxbdmnahhbtk2,CAMP-NOVOS-2026-09,MSG-V1,C0000517,11930876492,telefone,sms,https://portal.exemplo.com.br/r/qrkaxbdmnahhbtk2,2026-09-18
zr5utbvffrjzizeh,CAMP-NOVOS-2026-09,MSG-V1,C0000517,11930876492,telefone,whatsapp,https://portal.exemplo.com.br/r/zr5utbvffrjzizeh,2026-09-18
k5r2fckzongfvdrw,CAMP-NOVOS-2026-09,MSG-V1,C0000517,11930876492,telefone,rcs,https://portal.exemplo.com.br/r/k5r2fckzongfvdrw,2026-09-18
4pzfaazhy4zakzzh,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11975220319,telefone,sms,https://portal.exemplo.com.br/r/4pzfaazhy4zakzzh,2026-09-18
woz7hxakl3yswdgp,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11975220319,telefone,whatsapp,https://portal.exemplo.com.br/r/woz7hxakl3yswdgp,2026-09-18
wxe5xgv3r74jjfuc,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11975220319,telefone,rcs,https://portal.exemplo.com.br/r/wxe5xgv3r74jjfuc,2026-09-18
cx7hxzlhbestegir,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11992894635,telefone,sms,https://portal.exemplo.com.br/r/cx7hxzlhbestegir,2026-09-18
nh7lwcuo3sjpklfm,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11992894635,telefone,whatsapp,https://portal.exemplo.com.br/r/nh7lwcuo3sjpklfm,2026-09-18
tldfzg3l4rhlubg5,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11992894635,telefone,rcs,https://portal.exemplo.com.br/r/tldfzg3l4rhlubg5,2026-09-18
ihbss66cka6q5dya,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11943482865,telefone,sms,https://portal.exemplo.com.br/r/ihbss66cka6q5dya,2026-09-18
s6brdnelbt4peb2e,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11943482865,telefone,whatsapp,https://portal.exemplo.com.br/r/s6brdnelbt4peb2e,2026-09-18
dmkt32dcvctaft2h,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11943482865,telefone,rcs,https://portal.exemplo.com.br/r/dmkt32dcvctaft2h,2026-09-18
7nvx2r6hpcxeqv4a,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11925437721,telefone,sms,https://portal.exemplo.com.br/r/7nvx2r6hpcxeqv4a,2026-09-18
rho62lqzbx5zewja,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11925437721,telefone,whatsapp,https://portal.exemplo.com.br/r/rho62lqzbx5zewja,2026-09-18
i7g6t37z4smjeis3,CAMP-NOVOS-2026-09,MSG-V1,C0000518,11925437721,telefone,rcs,https://portal.exemplo.com.br/r/i7g6t37z4smjeis3,2026-09-18
hccy3k6jvx2bw6id,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11940787425,telefone,sms,https://portal.exemplo.com.br/r/hccy3k6jvx2bw6id,2026-09-18
gtzx6eovcvsdfhu5,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11940787425,telefone,whatsapp,https://portal.exemplo.com.br/r/gtzx6eovcvsdfhu5,2026-09-18
hipeaucjomj2q6sa,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11940787425,telefone,rcs,https://portal.exemplo.com.br/r/hipeaucjomj2q6sa,2026-09-18
wrnbx3dc2euczodb,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11963859314,telefone,sms,https://portal.exemplo.com.br/r/wrnbx3dc2euczodb,2026-09-18
ddk3igncsnvdmsv4,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11963859314,telefone,whatsapp,https://portal.exemplo.com.br/r/ddk3igncsnvdmsv4,2026-09-18
lsmbtjgipdljgxek,CAMP-NOVOS-2026-09,MSG-V1,C0000519,11963859314,telefone,rcs,https://portal.exemplo.com.br/r/lsmbtjgipdljgxek,2026-09-18
xa3oow5mv4b74ssw,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11974316496,telefone,sms,https://portal.exemplo.com.br/r/xa3oow5mv4b74ssw,2026-09-18
swrbb6idktjymsxb,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11974316496,telefone,whatsapp,https://portal.exemplo.com.br/r/swrbb6idktjymsxb,2026-09-18
jxe2cevdbutjmnxd,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11974316496,telefone,rcs,https://portal.exemplo.com.br/r/jxe2cevdbutjmnxd,2026-09-18
nr4zigeswxb4iy47,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11916933082,telefone,sms,https://portal.exemplo.com.br/r/nr4zigeswxb4iy47,2026-09-18
ekpocamn22qgiz7z,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11916933082,telefone,whatsapp,https://portal.exemplo.com.br/r/ekpocamn22qgiz7z,2026-09-18
imdmugo5kuwpyiwy,CAMP-NOVOS-2026-09,MSG-V1,C0000520,11916933082,telefone,rcs,https://portal.exemplo.com.br/r/imdmugo5kuwpyiwy,2026-09-18
hxof4x64hmn4tidf,CAMP-NOVOS-2026-09,MSG-V1,C0000520,cliente520_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/hxof4x64hmn4tidf,2026-09-18
3gtpe2pbmkj5l5kz,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11947602351,telefone,sms,https://portal.exemplo.com.br/r/3gtpe2pbmkj5l5kz,2026-09-18
ogefsqxhwf66nhzt,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11947602351,telefone,whatsapp,https://portal.exemplo.com.br/r/ogefsqxhwf66nhzt,2026-09-18
yfn6igmmx6q3ofm6,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11947602351,telefone,rcs,https://portal.exemplo.com.br/r/yfn6igmmx6q3ofm6,2026-09-18
ftukshkqcpt4qmfl,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11934808805,telefone,sms,https://portal.exemplo.com.br/r/ftukshkqcpt4qmfl,2026-09-18
75h5gtdfdsnz7fyi,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11934808805,telefone,whatsapp,https://portal.exemplo.com.br/r/75h5gtdfdsnz7fyi,2026-09-18
kgyfsr5xrezotwey,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11934808805,telefone,rcs,https://portal.exemplo.com.br/r/kgyfsr5xrezotwey,2026-09-18
lsy2fwhakm5wso2l,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11975939337,telefone,sms,https://portal.exemplo.com.br/r/lsy2fwhakm5wso2l,2026-09-18
qw7cp5keqlznl7lh,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11975939337,telefone,whatsapp,https://portal.exemplo.com.br/r/qw7cp5keqlznl7lh,2026-09-18
o26zlbpbs4ew5ncl,CAMP-NOVOS-2026-09,MSG-V1,C0000521,11975939337,telefone,rcs,https://portal.exemplo.com.br/r/o26zlbpbs4ew5ncl,2026-09-18
i47t6dtyj3nmqz5c,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11938190192,telefone,sms,https://portal.exemplo.com.br/r/i47t6dtyj3nmqz5c,2026-09-18
sa7uvljqwx23hvzo,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11938190192,telefone,whatsapp,https://portal.exemplo.com.br/r/sa7uvljqwx23hvzo,2026-09-18
4cymifgatasrl3rp,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11938190192,telefone,rcs,https://portal.exemplo.com.br/r/4cymifgatasrl3rp,2026-09-18
rqy7qgvm3i7kwxun,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11924276138,telefone,sms,https://portal.exemplo.com.br/r/rqy7qgvm3i7kwxun,2026-09-18
zdlncs662o5rs3qb,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11924276138,telefone,whatsapp,https://portal.exemplo.com.br/r/zdlncs662o5rs3qb,2026-09-18
egssxrpagc7buv7s,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11924276138,telefone,rcs,https://portal.exemplo.com.br/r/egssxrpagc7buv7s,2026-09-18
yjqahnfczgwsreay,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11990776943,telefone,sms,https://portal.exemplo.com.br/r/yjqahnfczgwsreay,2026-09-18
li5dep4gtb5kqmyo,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11990776943,telefone,whatsapp,https://portal.exemplo.com.br/r/li5dep4gtb5kqmyo,2026-09-18
v5hulbp3iax4hag7,CAMP-NOVOS-2026-09,MSG-V1,C0000522,11990776943,telefone,rcs,https://portal.exemplo.com.br/r/v5hulbp3iax4hag7,2026-09-18
654zwqhmkrk6e35f,CAMP-NOVOS-2026-09,MSG-V1,C0000522,cliente522_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/654zwqhmkrk6e35f,2026-09-18
a4paabieywroratn,CAMP-NOVOS-2026-09,MSG-V1,C0000522,cliente522_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/a4paabieywroratn,2026-09-18
phewvcudqpe2kllz,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11915880227,telefone,sms,https://portal.exemplo.com.br/r/phewvcudqpe2kllz,2026-09-18
ewbh4pdbxkjx7i72,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11915880227,telefone,whatsapp,https://portal.exemplo.com.br/r/ewbh4pdbxkjx7i72,2026-09-18
pk2t6tbk55cxvhe5,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11915880227,telefone,rcs,https://portal.exemplo.com.br/r/pk2t6tbk55cxvhe5,2026-09-18
rkvrqsq64izvdkbv,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11966131539,telefone,sms,https://portal.exemplo.com.br/r/rkvrqsq64izvdkbv,2026-09-18
xz57ifme3eehyknx,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11966131539,telefone,whatsapp,https://portal.exemplo.com.br/r/xz57ifme3eehyknx,2026-09-18
ny77ufunbnaodyqc,CAMP-NOVOS-2026-09,MSG-V1,C0000523,11966131539,telefone,rcs,https://portal.exemplo.com.br/r/ny77ufunbnaodyqc,2026-09-18
hzd74ua67zgviecp,CAMP-NOVOS-2026-09,MSG-V1,C0000523,cliente523_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/hzd74ua67zgviecp,2026-09-18
23tdgwp23ay2evip,CAMP-NOVOS-2026-09,MSG-V1,C0000523,cliente523_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/23tdgwp23ay2evip,2026-09-18
7tuhrkyvjx5oebqq,CAMP-NOVOS-2026-09,MSG-V1,C0000524,11927305260,telefone,sms,https://portal.exemplo.com.br/r/7tuhrkyvjx5oebqq,2026-09-18
ekzv2vpkh3ab5inw,CAMP-NOVOS-2026-09,MSG-V1,C0000524,11927305260,telefone,whatsapp,https://portal.exemplo.com.br/r/ekzv2vpkh3ab5inw,2026-09-18
jvdxwqvulb3w4bvx,CAMP-NOVOS-2026-09,MSG-V1,C0000524,11927305260,telefone,rcs,https://portal.exemplo.com.br/r/jvdxwqvulb3w4bvx,2026-09-18
nxxdqckjnholcmxf,CAMP-NOVOS-2026-09,MSG-V1,C0000524,cliente524_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/nxxdqckjnholcmxf,2026-09-18
oxvhinwcpj3n5oa3,CAMP-NOVOS-2026-09,MSG-V1,C0000524,cliente524_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/oxvhinwcpj3n5oa3,2026-09-18
qhzay3ecrciskyoa,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11985497282,telefone,sms,https://portal.exemplo.com.br/r/qhzay3ecrciskyoa,2026-09-18
mlbubllxtej5rufz,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11985497282,telefone,whatsapp,https://portal.exemplo.com.br/r/mlbubllxtej5rufz,2026-09-18
55uoyjaurxa43tqj,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11985497282,telefone,rcs,https://portal.exemplo.com.br/r/55uoyjaurxa43tqj,2026-09-18
fme75wfi6wobf6pp,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11946439333,telefone,sms,https://portal.exemplo.com.br/r/fme75wfi6wobf6pp,2026-09-18
ekbumcgv3jegm2wv,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11946439333,telefone,whatsapp,https://portal.exemplo.com.br/r/ekbumcgv3jegm2wv,2026-09-18
sqznwajzljsdg6p2,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11946439333,telefone,rcs,https://portal.exemplo.com.br/r/sqznwajzljsdg6p2,2026-09-18
cg4s4ckbkypk75ry,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11986758847,telefone,sms,https://portal.exemplo.com.br/r/cg4s4ckbkypk75ry,2026-09-18
o5pjvfqb5op3hgas,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11986758847,telefone,whatsapp,https://portal.exemplo.com.br/r/o5pjvfqb5op3hgas,2026-09-18
xyw4ryqz2zieh5oo,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11986758847,telefone,rcs,https://portal.exemplo.com.br/r/xyw4ryqz2zieh5oo,2026-09-18
v6lkutzszcgfzaty,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11978826270,telefone,sms,https://portal.exemplo.com.br/r/v6lkutzszcgfzaty,2026-09-18
bkt5hw4kj5dqyyaf,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11978826270,telefone,whatsapp,https://portal.exemplo.com.br/r/bkt5hw4kj5dqyyaf,2026-09-18
hlpxu57kmk4mybsx,CAMP-NOVOS-2026-09,MSG-V1,C0000525,11978826270,telefone,rcs,https://portal.exemplo.com.br/r/hlpxu57kmk4mybsx,2026-09-18
zvkpm5ug6xclwtpg,CAMP-NOVOS-2026-09,MSG-V1,C0000525,cliente525_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/zvkpm5ug6xclwtpg,2026-09-18
svgt2rfsyidw6kne,CAMP-NOVOS-2026-09,MSG-V1,C0000525,cliente525_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/svgt2rfsyidw6kne,2026-09-18
sop7wsg4fod23kdi,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11947279846,telefone,sms,https://portal.exemplo.com.br/r/sop7wsg4fod23kdi,2026-09-18
yw5ccy6qymakmrli,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11947279846,telefone,whatsapp,https://portal.exemplo.com.br/r/yw5ccy6qymakmrli,2026-09-18
dq5nozx4gjinvrls,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11947279846,telefone,rcs,https://portal.exemplo.com.br/r/dq5nozx4gjinvrls,2026-09-18
sxd7fyuxxp5ozvkq,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11946297151,telefone,sms,https://portal.exemplo.com.br/r/sxd7fyuxxp5ozvkq,2026-09-18
jwa5cqq5m6bm66qn,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11946297151,telefone,whatsapp,https://portal.exemplo.com.br/r/jwa5cqq5m6bm66qn,2026-09-18
3y3zn255orpah5mi,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11946297151,telefone,rcs,https://portal.exemplo.com.br/r/3y3zn255orpah5mi,2026-09-18
p447cb2gca6yej3e,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11943421297,telefone,sms,https://portal.exemplo.com.br/r/p447cb2gca6yej3e,2026-09-18
sm6yjoly7mr7ngf2,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11943421297,telefone,whatsapp,https://portal.exemplo.com.br/r/sm6yjoly7mr7ngf2,2026-09-18
shwiizdosghhe6hh,CAMP-NOVOS-2026-09,MSG-V1,C0000526,11943421297,telefone,rcs,https://portal.exemplo.com.br/r/shwiizdosghhe6hh,2026-09-18
dv67qf6qdszbg7sy,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11992071729,telefone,sms,https://portal.exemplo.com.br/r/dv67qf6qdszbg7sy,2026-09-18
qgdkprvasuw2reki,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11992071729,telefone,whatsapp,https://portal.exemplo.com.br/r/qgdkprvasuw2reki,2026-09-18
gan3kinnagklgbbp,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11992071729,telefone,rcs,https://portal.exemplo.com.br/r/gan3kinnagklgbbp,2026-09-18
e5b6gjgl74iyz5zd,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11994014298,telefone,sms,https://portal.exemplo.com.br/r/e5b6gjgl74iyz5zd,2026-09-18
ibtk34dg5m5leclg,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11994014298,telefone,whatsapp,https://portal.exemplo.com.br/r/ibtk34dg5m5leclg,2026-09-18
5iquz6sheagbgq55,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11994014298,telefone,rcs,https://portal.exemplo.com.br/r/5iquz6sheagbgq55,2026-09-18
35ycb64v42bur3jf,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11957712141,telefone,sms,https://portal.exemplo.com.br/r/35ycb64v42bur3jf,2026-09-18
ztldt2f5obiawqcb,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11957712141,telefone,whatsapp,https://portal.exemplo.com.br/r/ztldt2f5obiawqcb,2026-09-18
hifh2xsytoxd2chw,CAMP-NOVOS-2026-09,MSG-V1,C0000527,11957712141,telefone,rcs,https://portal.exemplo.com.br/r/hifh2xsytoxd2chw,2026-09-18
667nus7xl33vqone,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11944540283,telefone,sms,https://portal.exemplo.com.br/r/667nus7xl33vqone,2026-09-18
6cunn523sejsdval,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11944540283,telefone,whatsapp,https://portal.exemplo.com.br/r/6cunn523sejsdval,2026-09-18
6gaov5pcftncjass,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11944540283,telefone,rcs,https://portal.exemplo.com.br/r/6gaov5pcftncjass,2026-09-18
6h6hazauisp5hkux,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11983937567,telefone,sms,https://portal.exemplo.com.br/r/6h6hazauisp5hkux,2026-09-18
fcxturjttvdtmd6y,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11983937567,telefone,whatsapp,https://portal.exemplo.com.br/r/fcxturjttvdtmd6y,2026-09-18
mhuoonkojovhbefn,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11983937567,telefone,rcs,https://portal.exemplo.com.br/r/mhuoonkojovhbefn,2026-09-18
utjdjdvyglsl76hx,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11953521847,telefone,sms,https://portal.exemplo.com.br/r/utjdjdvyglsl76hx,2026-09-18
y7o5ztpf4wzepxwl,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11953521847,telefone,whatsapp,https://portal.exemplo.com.br/r/y7o5ztpf4wzepxwl,2026-09-18
iebthrcga3zu4hyx,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11953521847,telefone,rcs,https://portal.exemplo.com.br/r/iebthrcga3zu4hyx,2026-09-18
hp6pngi3bbs7zfpl,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11963078200,telefone,sms,https://portal.exemplo.com.br/r/hp6pngi3bbs7zfpl,2026-09-18
7bj6lsln2quwrywy,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11963078200,telefone,whatsapp,https://portal.exemplo.com.br/r/7bj6lsln2quwrywy,2026-09-18
4sdyharttmhyot3c,CAMP-NOVOS-2026-09,MSG-V1,C0000528,11963078200,telefone,rcs,https://portal.exemplo.com.br/r/4sdyharttmhyot3c,2026-09-18
p2c4cijwhqjvzxsk,CAMP-NOVOS-2026-09,MSG-V1,C0000528,cliente528_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/p2c4cijwhqjvzxsk,2026-09-18
ucrf4hd4c4nxn3xl,CAMP-NOVOS-2026-09,MSG-V1,C0000528,cliente528_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/ucrf4hd4c4nxn3xl,2026-09-18
7svbtor5zbaxrklj,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11951629000,telefone,sms,https://portal.exemplo.com.br/r/7svbtor5zbaxrklj,2026-09-18
rwhbipjbff3i3f3x,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11951629000,telefone,whatsapp,https://portal.exemplo.com.br/r/rwhbipjbff3i3f3x,2026-09-18
hit3ntvo23gc2cwp,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11951629000,telefone,rcs,https://portal.exemplo.com.br/r/hit3ntvo23gc2cwp,2026-09-18
4kfgyj4gaxab4imw,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11933855089,telefone,sms,https://portal.exemplo.com.br/r/4kfgyj4gaxab4imw,2026-09-18
3gssv7gotrilomib,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11933855089,telefone,whatsapp,https://portal.exemplo.com.br/r/3gssv7gotrilomib,2026-09-18
hqhhnr7ufol4x2sw,CAMP-NOVOS-2026-09,MSG-V1,C0000529,11933855089,telefone,rcs,https://portal.exemplo.com.br/r/hqhhnr7ufol4x2sw,2026-09-18
5bfgnllks7ocq7bf,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11990972685,telefone,sms,https://portal.exemplo.com.br/r/5bfgnllks7ocq7bf,2026-09-18
c3jxhx7zztdxoux3,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11990972685,telefone,whatsapp,https://portal.exemplo.com.br/r/c3jxhx7zztdxoux3,2026-09-18
xqh7lypevyavekcf,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11990972685,telefone,rcs,https://portal.exemplo.com.br/r/xqh7lypevyavekcf,2026-09-18
zi6gkjkxcpdslrdb,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11961538339,telefone,sms,https://portal.exemplo.com.br/r/zi6gkjkxcpdslrdb,2026-09-18
4rq5nsl3tfxy7wg2,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11961538339,telefone,whatsapp,https://portal.exemplo.com.br/r/4rq5nsl3tfxy7wg2,2026-09-18
cjlzer5luye4mhhl,CAMP-NOVOS-2026-09,MSG-V1,C0000530,11961538339,telefone,rcs,https://portal.exemplo.com.br/r/cjlzer5luye4mhhl,2026-09-18
nk4r3hjtfwalmkk7,CAMP-NOVOS-2026-09,MSG-V1,C0000530,cliente530_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/nk4r3hjtfwalmkk7,2026-09-18
lwf5xoqqxjgzar7b,CAMP-NOVOS-2026-09,MSG-V1,C0000530,cliente530_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/lwf5xoqqxjgzar7b,2026-09-18
if4jq7ku5ldmffi7,CAMP-NOVOS-2026-09,MSG-V1,C0000531,11921403835,telefone,sms,https://portal.exemplo.com.br/r/if4jq7ku5ldmffi7,2026-09-18
d7vuisgj66kosq2c,CAMP-NOVOS-2026-09,MSG-V1,C0000531,11921403835,telefone,whatsapp,https://portal.exemplo.com.br/r/d7vuisgj66kosq2c,2026-09-18
kbi2p4xghgkrfmoj,CAMP-NOVOS-2026-09,MSG-V1,C0000531,11921403835,telefone,rcs,https://portal.exemplo.com.br/r/kbi2p4xghgkrfmoj,2026-09-18
cj3kyduwwhg2nw3z,CAMP-NOVOS-2026-09,MSG-V1,C0000531,cliente531_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/cj3kyduwwhg2nw3z,2026-09-18
uicrugh6ih55ffpn,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11912846476,telefone,sms,https://portal.exemplo.com.br/r/uicrugh6ih55ffpn,2026-09-18
je3t43cizxjeovar,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11912846476,telefone,whatsapp,https://portal.exemplo.com.br/r/je3t43cizxjeovar,2026-09-18
a2syzekx64diplj4,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11912846476,telefone,rcs,https://portal.exemplo.com.br/r/a2syzekx64diplj4,2026-09-18
2xsfx2hpo6ouxw7c,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11923799637,telefone,sms,https://portal.exemplo.com.br/r/2xsfx2hpo6ouxw7c,2026-09-18
4wkdcc2asjy4e64s,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11923799637,telefone,whatsapp,https://portal.exemplo.com.br/r/4wkdcc2asjy4e64s,2026-09-18
jn2ix2papl34sdvm,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11923799637,telefone,rcs,https://portal.exemplo.com.br/r/jn2ix2papl34sdvm,2026-09-18
gbrseyk3jyvmjhx7,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11965738565,telefone,sms,https://portal.exemplo.com.br/r/gbrseyk3jyvmjhx7,2026-09-18
m5diioq7fxyll2pb,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11965738565,telefone,whatsapp,https://portal.exemplo.com.br/r/m5diioq7fxyll2pb,2026-09-18
gmg3e6y64zv2bs4w,CAMP-NOVOS-2026-09,MSG-V1,C0000532,11965738565,telefone,rcs,https://portal.exemplo.com.br/r/gmg3e6y64zv2bs4w,2026-09-18
jjp2ypkpgy64vrap,CAMP-NOVOS-2026-09,MSG-V1,C0000533,11940134894,telefone,sms,https://portal.exemplo.com.br/r/jjp2ypkpgy64vrap,2026-09-18
oluccgfnetizpo3s,CAMP-NOVOS-2026-09,MSG-V1,C0000533,11940134894,telefone,whatsapp,https://portal.exemplo.com.br/r/oluccgfnetizpo3s,2026-09-18
23ori4wihgut3n6k,CAMP-NOVOS-2026-09,MSG-V1,C0000533,11940134894,telefone,rcs,https://portal.exemplo.com.br/r/23ori4wihgut3n6k,2026-09-18
qrg3nv3oddhjz2lt,CAMP-NOVOS-2026-09,MSG-V1,C0000533,cliente533_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/qrg3nv3oddhjz2lt,2026-09-18
