id_cliente;contato;tipo;origem;cpf;whatsapp_valido;atualizado_em
C0000109;(11) 92344-8342;telefone;bureau;;1;2026-07-19
C0000109;(11) 97340-4979;telefone;cadastro;;0;2026-07-19
C0000110;11953106399;telefone;cadastro;10000011053;1;2026-07-17
C0000110;(11) 92200-7214;telefone;enriquecimento;10000011053;1;2026-07-17
C0000111;11914877451;telefone;cadastro;10000011134;1;2026-07-19
C0000111;11976489301;telefone;cadastro;;0;2026-07-19
C0000111;cliente111_0@exemplo.com;email;enriquecimento;10000011134;1;2026-07-19
C0000112;11928012011;telefone;bureau;10000011215;1;2026-07-14
C0000112;11935878707;telefone;cadastro;10000011215;1;2026-07-14
C0000112;11971594457;telefone;bureau;10000011215;0;2026-07-14
C0000112;11911890348;telefone;cadastro;;1;2026-07-14
C0000112;cliente112_0@exemplo.com;email;cadastro;10000011215;0;2026-07-14
C0000112;cliente112_1@exemplo.com;email;cadastro;10000011215;1;2026-07-14
C0000113;11974082804;telefone;cadastro;10000011304;1;2026-07-20
C0000114;(11) 94171-5995;telefone;enriquecimento;10000011487;1;2026-07-18
C0000115;(11) 95933-0907;telefone;bureau;;1;2026-07-16
C0000116;(11) 94321-4247;telefone;bureau;10000011649;1;2026-07-22
C0000116;(11) 92098-8446;telefone;cadastro;;1;2026-07-22
C0000116;(11) 98089-0196;telefone;bureau;10000011649;1;2026-07-22
C0000116;(11) 98572-1444;telefone;cadastro;10000011649;0;2026-07-22
C0000116;cliente116_0@exemplo.com;email;bureau;10000011649;0;2026-07-22
C0000116;cliente116_1@exemplo.com;email;cadastro;;0;2026-07-22
C0000117;(11) 97085-8653;telefone;enriquecimento;10000011720;1;2026-07-15
C0000117;11985686878;telefone;enriquecimento;10000011720;1;2026-07-15
C0000117;11951361818;telefone;enriquecimento;10000011720;1;2026-07-15
C0000117;11910404729;telefone;cadastro;;1;2026-07-15
C0000118;11934156684;telefone;bureau;;0;2026-07-14
C0000118;11996688655;telefone;enriquecimento;10000011800;1;2026-07-14
C0000118;11961335545;telefone;cadastro;;0;2026-07-14
C0000118;11960666702;telefone;enriquecimento;10000011800;1;2026-07-14
C0000118;cliente118_0@exemplo.com;email;enriquecimento;;0;2026-07-14
C0000118;cliente118_1@exemplo.com;email;enriquecimento;10000011800;0;2026-07-14
C0000119;(11) 91305-1483;telefone;bureau;10000011991;1;2026-07-22
C0000119;(11) 98307-4216;telefone;cadastro;10000011991;1;2026-07-22
C0000120;11942301683;telefone;enriquecimento;;1;2026-07-23
C0000120;11923542127;telefone;cadastro;;1;2026-07-23
C0000120;11916533225;telefone;bureau;10000012025;1;2026-07-23
C0000120;11968916591;telefone;enriquecimento;;1;2026-07-23
C0000121;11998612211;telefone;bureau;10000012106;1;2026-07-12
C0000121;(11) 96550-7111;telefone;enriquecimento;10000012106;1;2026-07-12
C0000121;(11) 98941-2216;telefone;cadastro;10000012106;1;2026-07-12
C0000121;cliente121_0@exemplo.com;email;bureau;;0;2026-07-12
C0000121;cliente121_1@exemplo.com;email;cadastro;10000012106;0;2026-07-12
C0000122;(11) 93467-9818;telefone;cadastro;10000012297;1;2026-07-12
C0000122;11940245233;telefone;enriquecimento;10000012297;0;2026-07-12
C0000122;11972146184;telefone;bureau;10000012297;1;2026-07-12
C0000122;(11) 96590-2739;telefone;cadastro;;1;2026-07-12
C0000123;11991197624;telefone;bureau;10000012378;0;2026-07-21
C0000123;(11) 93525-4849;telefone;bureau;;0;2026-07-21
C0000123;cliente123_0@exemplo.com;email;cadastro;10000012378;0;2026-07-21
C0000123;cliente123_1@exemplo.com;email;bureau;10000012378;0;2026-07-21
C0000124;(11) 94256-0305;telefone;bureau;;1;2026-07-20
C0000124;cliente124_0@exemplo.com;email;cadastro;10000012459;0;2026-07-20
C0000124;cliente124_1@exemplo.com;email;enriquecimento;;0;2026-07-20
C0000125;(11) 95298-0983;telefone;cadastro;;1;2026-07-19
C0000125;(11) 96555-6767;telefone;cadastro;;0;2026-07-19
C0000125;(11) 92958-5415;telefone;cadastro;10000012530;1;2026-07-19
C0000125;11988387434;telefone;bureau;10000012530;1;2026-07-19
C0000125;cliente125_0@exemplo.com;email;enriquecimento;10000012530;0;2026-07-19
C0000126;(11) 99612-6771;telefone;cadastro;10000012610;1;2026-07-22
C0000126;(11) 95726-8285;telefone;bureau;10000012610;0;2026-07-22
C0000126;(11) 98335-6206;telefone;cadastro;10000012610;0;2026-07-22
C0000126;cliente126_0@exemplo.com;email;bureau;10000012610;0;2026-07-22
C0000126;cliente126_1@exemplo.com;email;cadastro;10000012610;0;2026-07-22
C0000127;11941062464;telefone;cadastro;;1;2026-07-18
C0000127;11939356057;telefone;bureau;10000012700;1;2026-07-18
C0000127;cliente127_0@exemplo.com;email;cadastro;10000012700;0;2026-07-18
C0000127;cliente127_1@exemplo.com;email;cadastro;10000012700;0;2026-07-18
C0000128;(11) 91230-0840;telefone;enriquecimento;10000012882;0;2026-07-22
C0000128;(11) 96779-0557;telefone;bureau;10000012882;0;2026-07-22
C0000128;(11) 93406-0788;telefone;enriquecimento;;1;2026-07-22
C0000129;(11) 94031-4047;telefone;bureau;10000012963;0;2026-07-25
C0000129;11920820219;telefone;bureau;10000012963;1;2026-07-25
C0000129;11997227356;telefone;bureau;10000012963;1;2026-07-25
C0000129;(11) 96090-3955;telefone;enriquecimento;;1;2026-07-25
C0000129;cliente129_0@exemplo.com;email;bureau;10000012963;0;2026-07-25
C0000129;cliente129_1@exemplo.com;email;enriquecimento;10000012963;0;2026-07-25
C0000130;(11) 94638-5762;telefone;cadastro;;1;2026-07-23
C0000131;(11) 98879-0652;telefone;enriquecimento;;0;2026-07-18
C0000131;cliente131_0@exemplo.com;email;enriquecimento;10000013188;0;2026-07-18
C0000132;(11) 92052-6386;telefone;bureau;10000013269;0;2026-07-12
C0000132;11917207013;telefone;enriquecimento;10000013269;1;2026-07-12
C0000132;(11) 94115-7840;telefone;bureau;10000013269;1;2026-07-12
C0000132;11992391596;telefone;cadastro;10000013269;1;2026-07-12
C0000132;cliente132_0@exemplo.com;email;enriquecimento;10000013269;0;2026-07-12
C0000133;(11) 94307-7929;telefone;enriquecimento;10000013340;1;2026-07-20
C0000133;11930699187;telefone;bureau;;0;2026-07-20
C0000133;11930706693;telefone;cadastro;10000013340;0;2026-07-20
C0000133;(11) 95250-3832;telefone;cadastro;10000013340;1;2026-07-20
C0000133;cliente133_0@exemplo.com;email;cadastro;10000013340;0;2026-07-20
C0000134;(11) 98438-6123;telefone;enriquecimento;10000013420;1;2026-07-24
C0000134;cliente134_0@exemplo.com;email;bureau;10000013420;0;2026-07-24
C0000134;cliente134_1@exemplo.com;email;cadastro;10000013420;0;2026-07-24
C0000135;(11) 96110-0987;telefone;cadastro;;0;2026-07-15
C0000135;(11) 94609-3692;telefone;enriquecimento;;0;2026-07-15
C0000136;11971453148;telefone;enriquecimento;;1;2026-07-22
C0000136;11963108878;telefone;bureau;;1;2026-07-22
C0000136;(11) 99324-0786;telefone;enriquecimento;10000013692;0;2026-07-22
C0000136;(11) 96908-5720;telefone;cadastro;10000013692;0;2026-07-22
C0000136;cliente136_0@exemplo.com;email;bureau;10000013692;0;2026-07-22
C0000136;cliente136_1@exemplo.com;email;cadastro;;1;2026-07-22
C0000137;11975901885;telefone;bureau;10000013773;0;2026-07-14
C0000137;11953739710;telefone;enriquecimento;;0;2026-07-14
C0000137;(11) 96273-8860;telefone;cadastro;10000013773;1;2026-07-14
C0000137;cliente137_0@exemplo.com;email;enriquecimento;10000013773;0;2026-07-14
C0000137;cliente137_1@exemplo.com;email;cadastro;10000013773;0;2026-07-14
C0000138;11919282319;telefone;enriquecimento;10000013854;0;2026-07-19
C0000138;(11) 96491-4054;telefone;bureau;;1;2026-07-19
C0000138;11950645509;telefone;cadastro;10000013854;1;2026-07-19
C0000138;cliente138_0@exemplo.com;email;enriquecimento;10000013854;0;2026-07-19
C0000138;cliente138_1@exemplo.com;email;bureau;10000013854;0;2026-07-19
C0000139;11982062301;telefone;bureau;10000013935;0;2026-07-20
C0000139;(11) 92467-9315;telefone;enriquecimento;10000013935;0;2026-07-20
C0000139;11957648477;telefone;enriquecimento;10000013935;1;2026-07-20
C0000139;(11) 99223-2236;telefone;bureau;10000013935;0;2026-07-20
C0000139;cliente139_0@exemplo.com;email;bureau;10000013935;0;2026-07-20
C0000139;cliente139_1@exemplo.com;email;bureau;;0;2026-07-20
C0000140;(11) 97215-1291;telefone;enriquecimento;10000014079;0;2026-07-13
C0000140;(11) 97717-1380;telefone;cadastro;;1;2026-07-13
C0000141;11937765262;telefone;bureau;10000014150;0;2026-07-18
C0000141;11923102741;telefone;bureau;;1;2026-07-18
C0000141;11970726434;telefone;enriquecimento;10000014150;1;2026-07-18
C0000141;cliente141_0@exemplo.com;email;cadastro;;0;2026-07-18
C0000141;cliente141_1@exemplo.com;email;enriquecimento;10000014150;0;2026-07-18
C0000142;11972015859;telefone;enriquecimento;10000014230;1;2026-07-17
C0000142;(11) 93475-6698;telefone;bureau;10000014230;1;2026-07-17
C0000142;cliente142_0@exemplo.com;email;enriquecimento;10000014230;0;2026-07-17
C0000142;cliente142_1@exemplo.com;email;cadastro;10000014230;0;2026-07-17
C0000143;(11) 95909-5909;telefone;bureau;10000014311;1;2026-07-14
C0000143;cliente143_0@exemplo.com;email;cadastro;10000014311;0;2026-07-14
C0000144;(11) 99286-1016;telefone;bureau;10000014400;0;2026-07-25
C0000144;cliente144_0@exemplo.com;email;cadastro;10000014400;0;2026-07-25
C0000144;cliente144_1@exemplo.com;email;enriquecimento;10000014400;0;2026-07-25
C0000145;(11) 99005-0918;telefone;enriquecimento;10000014583;1;2026-07-23
C0000145;11934931439;telefone;enriquecimento;10000014583;1;2026-07-23
C0000145;cliente145_0@exemplo.com;email;bureau;10000014583;0;2026-07-23
C0000145;cliente145_1@exemplo.com;email;enriquecimento;;0;2026-07-23
C0000146;(11) 91128-6267;telefone;bureau;10000014664;1;2026-07-25
C0000146;cliente146_0@exemplo.com;email;cadastro;10000014664;0;2026-07-25
C0000147;(11) 94920-3644;telefone;bureau;10000014745;1;2026-07-19
C0000148;11982894477;telefone;enriquecimento;10000014826;0;2026-07-17
C0000148;cliente148_0@exemplo.com;email;cadastro;10000014826;0;2026-07-17
C0000149;11970362053;telefone;cadastro;10000014907;1;2026-07-14
C0000149;(11) 92167-4661;telefone;cadastro;;0;2026-07-14
C0000150;11917966873;telefone;bureau;10000015040;1;2026-07-19
C0000150;11981441519;telefone;enriquecimento;10000015040;1;2026-07-19
C0000150;cliente150_0@exemplo.com;email;enriquecimento;10000015040;0;2026-07-19
C0000151;(11) 96524-3509;telefone;cadastro;;0;2026-07-13
C0000151;11998032908;telefone;bureau;10000015121;0;2026-07-13
C0000152;11970665302;telefone;bureau;;0;2026-07-25
C0000152;(11) 92249-4970;telefone;enriquecimento;10000015202;1;2026-07-25
C0000152;(11) 94734-2819;telefone;bureau;;0;2026-07-25
C0000152;cliente152_0@exemplo.com;email;enriquecimento;10000015202;0;2026-07-25
C0000153;11981729237;telefone;enriquecimento;;0;2026-07-16
C0000153;11938434222;telefone;enriquecimento;10000015393;0;2026-07-16
C0000153;11948063218;telefone;enriquecimento;10000015393;1;2026-07-16
C0000153;cliente153_0@exemplo.com;email;cadastro;10000015393;0;2026-07-16
C0000153;cliente153_1@exemplo.com;email;enriquecimento;10000015393;0;2026-07-16
C0000154;(11) 96741-8250;telefone;cadastro;;1;2026-07-14
C0000154;(11) 92770-5074;telefone;cadastro;10000015474;1;2026-07-14
C0000154;cliente154_0@exemplo.com;email;bureau;;0;2026-07-14
C0000155;11922775337;telefone;bureau;;1;2026-07-22
C0000155;(11) 97399-5913;telefone;bureau;10000015555;1;2026-07-22
C0000155;cliente155_0@exemplo.com;email;cadastro;10000015555;0;2026-07-22
C0000155;cliente155_1@exemplo.com;email;enriquecimento;;1;2026-07-22
C0000156;(11) 92385-1475;telefone;cadastro;;1;2026-07-22
C0000156;(11) 95016-5370;telefone;bureau;;0;2026-07-22
C0000156;11927870584;telefone;bureau;10000015636;0;2026-07-22
C0000156;11919182050;telefone;cadastro;10000015636;1;2026-07-22
C0000156;cliente156_0@exemplo.com;email;enriquecimento;;0;2026-07-22
C0000156;cliente156_1@exemplo.com;email;cadastro;10000015636;0;2026-07-22
C0000157;11989131271;telefone;cadastro;;1;2026-07-24
C0000157;cliente157_0@exemplo.com;email;enriquecimento;10000015717;0;2026-07-24
C0000158;11913600310;telefone;enriquecimento;;0;2026-07-17
C0000158;11950486688;telefone;bureau;;0;2026-07-17
C0000158;(11) 93531-9707;telefone;enriquecimento;10000015806;1;2026-07-17
C0000158;cliente158_0@exemplo.com;email;bureau;10000015806;0;2026-07-17
C0000159;11958465780;telefone;cadastro;10000015989;1;2026-07-12
C0000160;11911851322;telefone;bureau;10000016012;0;2026-07-24
C0000161;11995971459;telefone;cadastro;10000016101;1;2026-07-22
C0000161;11992684436;telefone;cadastro;10000016101;0;2026-07-22
C0000161;(11) 92060-6094;telefone;bureau;10000016101;1;2026-07-22
C0000161;11930854365;telefone;bureau;10000016101;1;2026-07-22
C0000161;cliente161_0@exemplo.com;email;enriquecimento;10000016101;0;2026-07-22
C0000161;cliente161_1@exemplo.com;email;enriquecimento;10000016101;0;2026-07-22
C0000162;(11) 95151-2209;telefone;enriquecimento;10000016284;1;2026-07-17
C0000162;(11) 99832-2292;telefone;cadastro;10000016284;1;2026-07-17
C0000162;11928416255;telefone;enriquecimento;10000016284;1;2026-07-17
C0000162;11956533974;telefone;bureau;10000016284;1;2026-07-17
C0000162;cliente162_0@exemplo.com;email;bureau;10000016284;0;2026-07-17
C0000162;cliente162_1@exemplo.com;email;enriquecimento;;0;2026-07-17
C0000163;11945292504;telefone;cadastro;;1;2026-07-20
C0000163;(11) 98739-6877;telefone;cadastro;10000016365;1;2026-07-20
C0000163;(11) 97855-5983;telefone;bureau;10000016365;1;2026-07-20
C0000163;(11) 98608-6168;telefone;bureau;10000016365;1;2026-07-20
C0000164;11958852098;telefone;cadastro;10000016446;1;2026-07-18
C0000165;11952940967;telefone;enriquecimento;;1;2026-07-18
C0000165;(11) 96003-7465;telefone;enriquecimento;10000016527;1;2026-07-18
C0000165;cliente165_0@exemplo.com;email;cadastro;;0;2026-07-18
C0000165;cliente165_1@exemplo.com;email;cadastro;10000016527;0;2026-07-18
C0000166;(11) 97130-3434;telefone;enriquecimento;;1;2026-07-19
C0000166;11985672859;telefone;bureau;10000016608;0;2026-07-19
C0000166;11942559072;telefone;bureau;;1;2026-07-19
C0000166;cliente166_0@exemplo.com;email;enriquecimento;10000016608;0;2026-07-19
C0000166;cliente166_1@exemplo.com;email;enriquecimento;10000016608;0;2026-07-19
C0000167;11995354668;telefone;bureau;;0;2026-07-19
C0000168;(11) 92910-9045;telefone;cadastro;10000016870;1;2026-07-22
C0000168;11922485824;telefone;bureau;;1;2026-07-22
C0000168;cliente168_0@exemplo.com;email;bureau;10000016870;1;2026-07-22
C0000168;cliente168_1@exemplo.com;email;cadastro;10000016870;1;2026-07-22
C0000169;(11) 94177-8964;telefone;enriquecimento;10000016950;1;2026-07-20
C0000169;cliente169_0@exemplo.com;email;cadastro;;1;2026-07-20
C0000170;11930858851;telefone;enriquecimento;;1;2026-07-21
C0000170;(11) 97033-9827;telefone;enriquecimento;10000017094;1;2026-07-21
C0000170;cliente170_0@exemplo.com;email;enriquecimento;10000017094;0;2026-07-21
C0000170;cliente170_1@exemplo.com;email;cadastro;;0;2026-07-21
C0000171;11929907683;telefone;enriquecimento;10000017175;0;2026-07-21
C0000172;(11) 98461-8850;telefone;enriquecimento;10000017256;1;2026-07-21
C0000172;(11) 97201-4395;telefone;cadastro;10000017256;1;2026-07-21
C0000172;(11) 92630-1180;telefone;cadastro;10000017256;0;2026-07-21
C0000172;11939835008;telefone;bureau;10000017256;0;2026-07-21
C0000172;cliente172_0@exemplo.com;email;cadastro;10000017256;0;2026-07-21
C0000173;11969516344;telefone;enriquecimento;10000017337;0;2026-07-24
C0000173;11954499873;telefone;enriquecimento;;0;2026-07-24
C0000174;(11) 94690-7428;telefone;cadastro;;0;2026-07-12
C0000174;(11) 92994-8970;telefone;enriquecimento;10000017418;0;2026-07-12
C0000175;(11) 99465-8420;telefone;enriquecimento;10000017507;1;2026-07-20
C0000175;11912621269;telefone;cadastro;10000017507;0;2026-07-20
C0000175;(11) 95819-9211;telefone;cadastro;10000017507;0;2026-07-20
C0000175;11956175477;telefone;enriquecimento;10000017507;1;2026-07-20
C0000175;cliente175_0@exemplo.com;email;cadastro;10000017507;0;2026-07-20
C0000176;11931424479;telefone;bureau;;0;2026-07-23
C0000176;11945772648;telefone;cadastro;;1;2026-07-23
C0000176;(11) 91750-3932;telefone;bureau;10000017680;0;2026-07-23
C0000176;11987268086;telefone;bureau;10000017680;0;2026-07-23
C0000176;cliente176_0@exemplo.com;email;enriquecimento;10000017680;0;2026-07-23
C0000177;11986188876;telefone;enriquecimento;;1;2026-07-16
C0000177;cliente177_0@exemplo.com;email;cadastro;;0;2026-07-16
C0000177;cliente177_1@exemplo.com;email;bureau;10000017760;0;2026-07-16
C0000178;11910091737;telefone;bureau;10000017841;0;2026-07-23
C0000178;11927514010;telefone;cadastro;;1;2026-07-23
C0000179;(11) 95897-4686;telefone;enriquecimento;10000017922;1;2026-07-25
C0000179;cliente179_0@exemplo.com;email;bureau;10000017922;0;2026-07-25
C0000179;cliente179_1@exemplo.com;email;enriquecimento;;0;2026-07-25
C0000180;(11) 99237-0625;telefone;bureau;10000018066;1;2026-07-14
C0000180;(11) 98904-7551;telefone;cadastro;10000018066;1;2026-07-14
C0000180;11949529438;telefone;enriquecimento;;0;2026-07-14
C0000180;cliente180_0@exemplo.com;email;bureau;10000018066;1;2026-07-14
C0000180;cliente180_1@exemplo.com;email;bureau;10000018066;0;2026-07-14
C0000181;(11) 97659-6831;telefone;enriquecimento;10000018147;1;2026-07-21
C0000181;11920443030;telefone;enriquecimento;;0;2026-07-21
C0000182;11919099261;telefone;bureau;10000018228;1;2026-07-12
C0000183;(11) 92361-3510;telefone;cadastro;10000018309;0;2026-07-17
C0000183;(11) 98758-5294;telefone;bureau;10000018309;0;2026-07-17
C0000183;11931831387;telefone;bureau;10000018309;0;2026-07-17
C0000183;11914484588;telefone;cadastro;10000018309;1;2026-07-17
C0000183;cliente183_0@exemplo.com;email;bureau;;0;2026-07-17
C0000184;(11) 91415-9837;telefone;bureau;;1;2026-07-22
C0000184;cliente184_0@exemplo.com;email;enriquecimento;;0;2026-07-22
C0000184;cliente184_1@exemplo.com;email;enriquecimento;10000018490;0;2026-07-22
C0000185;11941883191;telefone;enriquecimento;10000018570;1;2026-07-23
C0000185;11983774469;telefone;enriquecimento;10000018570;0;2026-07-23
C0000185;(11) 93061-4492;telefone;enriquecimento;10000018570;1;2026-07-23
C0000186;(11) 97356-1576;telefone;cadastro;10000018651;1;2026-07-24
C0000186;11963347164;telefone;enriquecimento;10000018651;0;2026-07-24
C0000186;(11) 94556-8288;telefone;cadastro;10000018651;1;2026-07-24
C0000187;(11) 99958-6100;telefone;cadastro;10000018732;0;2026-07-15
C0000187;(11) 99967-6390;telefone;bureau;;1;2026-07-15
C0000187;(11) 98915-1743;telefone;enriquecimento;10000018732;1;2026-07-15
C0000187;cliente187_0@exemplo.com;email;cadastro;;0;2026-07-15
C0000188;(11) 97739-0918;telefone;enriquecimento;10000018813;1;2026-07-15
C0000188;cliente188_0@exemplo.com;email;cadastro;10000018813;0;2026-07-15
C0000188;cliente188_1@exemplo.com;email;bureau;;0;2026-07-15
C0000189;11920518444;telefone;bureau;10000018902;1;2026-07-13
C0000189;(11) 99418-4877;telefone;bureau;10000018902;1;2026-07-13
C0000189;cliente189_0@exemplo.com;email;enriquecimento;10000018902;0;2026-07-13
C0000189;cliente189_1@exemplo.com;email;bureau;;0;2026-07-13
C0000190;11911659440;telefone;enriquecimento;10000019038;0;2026-07-16
C0000190;(11) 98013-7085;telefone;enriquecimento;;1;2026-07-16
C0000190;(11) 93008-4652;telefone;cadastro;10000019038;1;2026-07-16
C0000190;11923449152;telefone;cadastro;;1;2026-07-16
C0000191;11964086249;telefone;cadastro;10000019119;0;2026-07-21
C0000191;(11) 96391-7932;telefone;enriquecimento;10000019119;0;2026-07-21
C0000191;11954492381;telefone;enriquecimento;;1;2026-07-21
C0000191;11916615722;telefone;cadastro;10000019119;1;2026-07-21
C0000191;cliente191_0@exemplo.com;email;bureau;;0;2026-07-21
C0000192;11953066216;telefone;cadastro;10000019208;1;2026-07-21
C0000192;11996644900;telefone;bureau;10000019208;1;2026-07-21
C0000192;cliente192_0@exemplo.com;email;bureau;10000019208;0;2026-07-21
C0000193;11928206610;telefone;bureau;10000019380;1;2026-07-15
C0000193;11986325904;telefone;bureau;;1;2026-07-15
C0000194;11977796914;telefone;cadastro;10000019461;0;2026-07-21
C0000194;11914102122;telefone;enriquecimento;10000019461;0;2026-07-21
C0000194;cliente194_0@exemplo.com;email;bureau;10000019461;0;2026-07-21
C0000195;11916664050;telefone;cadastro;;1;2026-07-20
C0000195;cliente195_0@exemplo.com;email;enriquecimento;10000019542;0;2026-07-20
C0000195;cliente195_1@exemplo.com;email;cadastro;;0;2026-07-20
C0000196;(11) 99688-8739;telefone;cadastro;10000019623;1;2026-07-15
C0000197;11971605671;telefone;bureau;10000019704;1;2026-07-12
C0000197;(11) 97987-8835;telefone;cadastro;;0;2026-07-12
C0000197;11923732098;telefone;bureau;;0;2026-07-12
C0000197;(11) 96022-8268;telefone;enriquecimento;10000019704;1;2026-07-12
C0000197;cliente197_0@exemplo.com;email;cadastro;10000019704;0;2026-07-12
C0000198;11942252798;telefone;cadastro;;0;2026-07-22
C0000198;(11) 99053-5106;telefone;bureau;10000019895;1;2026-07-22
C0000198;11928781020;telefone;enriquecimento;10000019895;0;2026-07-22
C0000198;cliente198_0@exemplo.com;email;cadastro;;0;2026-07-22
C0000198;cliente198_1@exemplo.com;email;cadastro;;0;2026-07-22
C0000199;11981757508;telefone;cadastro;;1;2026-07-13
C0000199;(11) 97385-2097;telefone;cadastro;10000019976;0;2026-07-13
C0000199;(11) 97809-0647;telefone;cadastro;10000019976;1;2026-07-13
C0000199;cliente199_0@exemplo.com;email;enriquecimento;;0;2026-07-13
C0000199;cliente199_1@exemplo.com;email;cadastro;;0;2026-07-13
C0000200;(11) 95768-5330;telefone;bureau;10000020044;0;2026-07-15
C0000200;(11) 95121-6287;telefone;cadastro;10000020044;1;2026-07-15
C0000200;11959886371;telefone;cadastro;10000020044;1;2026-07-15
C0000201;(11) 96122-6775;telefone;enriquecimento;;1;2026-07-13
C0000202;(11) 93420-7075;telefone;cadastro;10000020206;1;2026-07-21
C0000202;11994695784;telefone;cadastro;10000020206;1;2026-07-21
C0000202;11917786452;telefone;enriquecimento;;1;2026-07-21
C0000203;(11) 96144-7859;telefone;bureau;10000020397;1;2026-07-20
C0000203;11960076822;telefone;enriquecimento;10000020397;0;2026-07-20
C0000203;11981274148;telefone;cadastro;;0;2026-07-20
C0000203;11994112495;telefone;enriquecimento;10000020397;1;2026-07-20
C0000204;(11) 97119-3393;telefone;cadastro;10000020478;1;2026-07-16
C0000204;cliente204_0@exemplo.com;email;cadastro;10000020478;0;2026-07-16
C0000204;cliente204_1@exemplo.com;email;bureau;10000020478;0;2026-07-16
C0000205;11927610141;telefone;enriquecimento;10000020559;1;2026-07-18
C0000205;(11) 97773-0769;telefone;bureau;10000020559;1;2026-07-18
C0000205;(11) 95920-3071;telefone;bureau;10000020559;0;2026-07-18
C0000205;11960357475;telefone;cadastro;10000020559;1;2026-07-18
C0000205;cliente205_0@exemplo.com;email;bureau;;0;2026-07-18
C0000205;cliente205_1@exemplo.com;email;bureau;10000020559;0;2026-07-18
C0000206;(11) 93055-2371;telefone;cadastro;10000020630;1;2026-07-18
C0000206;cliente206_0@exemplo.com;email;bureau;10000020630;0;2026-07-18
C0000206;cliente206_1@exemplo.com;email;bureau;;0;2026-07-18
C0000207;(11) 94794-4260;telefone;cadastro;10000020710;1;2026-07-21
C0000208;11983569939;telefone;bureau;10000020800;1;2026-07-20
C0000208;(11) 93787-6214;telefone;cadastro;;1;2026-07-20
C0000208;(11) 94147-4764;telefone;enriquecimento;10000020800;0;2026-07-20
C0000208;(11) 92482-1786;telefone;cadastro;10000020800;0;2026-07-20
C0000209;11949731424;telefone;bureau;10000020982;1;2026-07-15
C0000209;11933448079;telefone;cadastro;10000020982;0;2026-07-15
C0000209;(11) 95834-7193;telefone;enriquecimento;10000020982;1;2026-07-15
C0000209;(11) 92555-5976;telefone;bureau;;1;2026-07-15
C0000210;(11) 92247-5714;telefone;enriquecimento;10000021016;1;2026-07-22
C0000210;11925278272;telefone;bureau;10000021016;0;2026-07-22
C0000210;11946484819;telefone;bureau;;0;2026-07-22
C0000210;cliente210_0@exemplo.com;email;cadastro;10000021016;0;2026-07-22
C0000211;11986362294;telefone;enriquecimento;10000021105;1;2026-07-18
C0000211;(11) 96096-9286;telefone;cadastro;10000021105;0;2026-07-18
C0000211;cliente211_0@exemplo.com;email;bureau;10000021105;0;2026-07-18
C0000211;cliente211_1@exemplo.com;email;enriquecimento;10000021105;0;2026-07-18
C0000212;11911658959;telefone;bureau;10000021288;1;2026-07-24
C0000212;cliente212_0@exemplo.com;email;cadastro;10000021288;0;2026-07-24
C0000212;cliente212_1@exemplo.com;email;cadastro;10000021288;1;2026-07-24
C0000213;(11) 97468-3506;telefone;enriquecimento;10000021369;0;2026-07-16
C0000213;cliente213_0@exemplo.com;email;bureau;10000021369;0;2026-07-16
C0000213;cliente213_1@exemplo.com;email;enriquecimento;;0;2026-07-16
C0000214;11932200132;telefone;bureau;10000021440;1;2026-07-21
C0000214;(11) 94233-1952;telefone;bureau;;1;2026-07-21
C0000214;11978038903;telefone;enriquecimento;10000021440;0;2026-07-21
C0000214;(11) 96412-6921;telefone;cadastro;10000021440;1;2026-07-21
C0000214;cliente214_0@exemplo.com;email;cadastro;;0;2026-07-21
C0000215;(11) 98477-6858;telefone;enriquecimento;10000021520;0;2026-07-19
C0000216;11958767001;telefone;enriquecimento;;0;2026-07-22
C0000216;(11) 97099-6586;telefone;bureau;;0;2026-07-22
C0000216;11990524080;telefone;cadastro;;0;2026-07-22
C0000216;11970737878;telefone;cadastro;10000021601;0;2026-07-22
C0000217;11976091781;telefone;bureau;;1;2026-07-13
C0000217;cliente217_0@exemplo.com;email;enriquecimento;10000021792;1;2026-07-13
C0000217;cliente217_1@exemplo.com;email;bureau;10000021792;0;2026-07-13
C0000218;(11) 96562-9268;telefone;enriquecimento;10000021873;1;2026-07-24
C0000218;(11) 99499-2096;telefone;enriquecimento;;1;2026-07-24
C0000218;cliente218_0@exemplo.com;email;cadastro;;0;2026-07-24
C0000219;11974818030;telefone;bureau;10000021954;0;2026-07-20
C0000219;11933783708;telefone;enriquecimento;10000021954;1;2026-07-20
C0000219;(11) 92723-1111;telefone;bureau;10000021954;0;2026-07-20
C0000219;11991357521;telefone;cadastro;10000021954;1;2026-07-20
C0000219;cliente219_0@exemplo.com;email;cadastro;10000021954;0;2026-07-20
C0000220;(11) 98352-5272;telefone;cadastro;10000022098;0;2026-07-22
C0000220;11984300459;telefone;cadastro;10000022098;1;2026-07-22
C0000221;11925489430;telefone;cadastro;;1;2026-07-15
C0000221;11988222933;telefone;enriquecimento;10000022179;1;2026-07-15
C0000221;cliente221_0@exemplo.com;email;bureau;10000022179;0;2026-07-15
C0000221;cliente221_1@exemplo.com;email;enriquecimento;10000022179;0;2026-07-15
C0000222;11936830448;telefone;bureau;10000022250;1;2026-07-19
C0000222;11931600382;telefone;cadastro;10000022250;0;2026-07-19
